event_id,config_id,file,warning_t,confirmation_t,warning_to_confirm_age,source,best_idx,current_idx,collection_size,acc_current_on_warning,acc_best_on_warning,acc_new_on_warning,buffer_len,reuse_looked_better,acc_best_minus_new,gt_match,nearest_drift_start,confirmation_delay,prewarn_slope,prewarn_peak,prewarn_mean,n_leader_swaps,fresh_ever_led,final_leader_origin,duel_final_margin,duel_segment_len,reuse_survived,snapshot_matched_duel
uq_entropy_adwin::recurring_sud_sea100k_g09.csv::81159::83303,uq_entropy_adwin,recurring_sud_sea100k_g09.csv,81159,83303,2144,ecpf_detector_dual_adwin,3,6,6,0.9365967365967366,0.9440559440559441,0.938927738927739,2145,1,0.00512820512820511,TP,83140,163,0.0003990092606225125,0.9999252991175092,0.5593274293689772,2,1,reused,30,14200,0,0
uq_entropy_adwin::recurring_sud_sea100k_g09.csv::97543::97543,uq_entropy_adwin,recurring_sud_sea100k_g09.csv,97543,97543,0,ecpf_detector_dual_adwin,1,7,6,1.0,1.0,1.0,1,1,0.0,FP,90931,6612,-4.5853462890133866e-05,0.9999640393976345,0.6145083974990543,9,1,fresh,6,1650,0,0
uq_entropy_adwin::recurring_sud_sea100k_g09.csv::99239::99655,uq_entropy_adwin,recurring_sud_sea100k_g09.csv,99239,99655,416,ecpf_detector_dual_adwin,3,8,5,0.9088729016786571,0.9616306954436451,0.8968824940047961,417,1,0.06474820143884896,FP,90931,8724,-0.00029024700150920356,0.9988535013613619,0.5621262945598706,0,0,reused,18,300,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::399::3199,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,399,3199,2800,ecpf_detector_dual_seqdrift2,0,1,2,0.9250267761513745,0.9250267761513745,0.9842913245269547,2801,0,-0.05926454837558015,FP,14476,-11277,0.00017026546506263837,0.6068100501105181,0.12218992331484639,1,1,fresh,5,150,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::3399::4799,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,3399,4799,1400,ecpf_detector_dual_seqdrift2,1,2,3,0.9721627408993576,0.9721627408993576,0.9657387580299786,1401,1,0.0064239828693790635,FP,14476,-9677,,,,0,0,reused,15,550,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::5399::5599,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,5399,5599,200,ecpf_detector_dual_seqdrift2,2,3,3,0.9601990049751243,0.9601990049751243,0.9800995024875622,201,0,-0.01990049751243783,FP,14476,-8877,0.00022365857379707204,0.6654423453515009,0.1928366092023599,2,1,reused,16,650,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::6299::8799,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,6299,8799,2500,ecpf_detector_dual_seqdrift2,2,4,3,0.9164334266293482,0.975609756097561,0.9840063974410236,2501,0,-0.00839664134346263,FP,14476,-5677,6.098998277484179e-05,0.5987799530276487,0.17961765204916255,0,0,reused,2,150,1,0
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::8999::11799,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,8999,11799,2800,ecpf_detector_dual_seqdrift2,2,5,3,0.9260978222063548,0.9714387718671903,0.9746519100321314,2801,0,-0.003213138164941065,FP,14476,-2677,,,,4,1,reused,3,350,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::12199::13999,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,12199,13999,1800,ecpf_detector_dual_seqdrift2,2,6,3,0.917823431426985,0.974458634092171,0.9616879511382566,1801,1,0.01277068295391448,FP,14476,-477,0.0007709965901252102,0.6327404191812118,0.2054575911846884,2,1,reused,11,450,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::14499::14599,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,14499,14599,100,ecpf_detector_dual_seqdrift2,0,7,3,0.9702970297029703,0.9702970297029703,0.8910891089108911,101,1,0.07920792079207917,TP,14476,123,0.00031486849302945596,0.5780627199435591,0.20136490873225618,0,0,reused,30,550,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::15199::15199,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,15199,15199,0,ecpf_detector_dual_seqdrift2,2,8,2,1.0,1.0,1.0,1,1,0.0,FP,14476,723,0.00023589249826508454,0.614873345683445,0.1484396753304894,0,0,reused,4,150,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::15399::15999,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,15399,15999,600,ecpf_detector_dual_seqdrift2,2,9,2,0.9367720465890182,0.9367720465890182,0.9351081530782029,601,1,0.0016638935108153063,FP,14476,1523,,,,3,1,fresh,6,350,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::16399::20599,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,16399,20599,4200,ecpf_detector_dual_seqdrift2,9,10,3,0.9457272078076648,0.9457272078076648,0.9369197810045228,4201,1,0.00880742680314206,TP,20300,299,-0.0006229370702180888,0.607228398710685,0.1817952102304731,0,0,reused,0,250,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::20899::21399,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,20899,21399,500,ecpf_detector_dual_seqdrift2,2,11,4,0.9201596806387226,0.9760479041916168,0.93812375249501,501,1,0.03792415169660679,FP,20300,1099,,,,0,0,reused,23,250,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::21699::22199,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,21699,22199,500,ecpf_detector_dual_seqdrift2,2,12,4,0.9720558882235529,0.9720558882235529,0.9321357285429142,501,1,0.03992015968063878,FP,20300,1899,,,,0,0,reused,5,150,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::22399::25199,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,22399,25199,2800,ecpf_detector_dual_seqdrift2,2,13,4,0.9739378793288112,0.9739378793288112,0.9560871117458051,2801,1,0.017850767583006077,TP,24709,490,,,,2,1,reused,1,172,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::25399::25999,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,25399,25999,600,ecpf_detector_dual_seqdrift2,10,14,4,0.9284525790349417,0.9633943427620633,0.9284525790349417,601,1,0.034941763727121544,FP,24709,1290,,,,4,1,reused,3,350,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::26399::41199,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,26399,41199,14800,ecpf_detector_dual_seqdrift2,14,15,4,0.9550030403351125,0.9550030403351125,0.9431795148976421,14801,1,0.01182352543747045,TP,40858,341,0.0003902618789739573,0.5903895340032895,0.18219369019635998,0,0,reused,18,650,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::41899::56599,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,41899,56599,14700,ecpf_detector_dual_seqdrift2,2,16,5,0.9306169648323244,0.9505475817971567,0.9269437453234474,14701,1,0.02360383647370934,TP,57376,-777,0.00010538644197981219,0.5278548067909952,0.17361936283532503,1,1,fresh,7,150,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::56799::57599,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,56799,57599,800,ecpf_detector_dual_seqdrift2,14,17,5,0.9350811485642946,0.9375780274656679,0.9213483146067416,801,1,0.01622971285892627,TP,57376,223,,,,0,0,reused,0,150,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::57799::61399,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,57799,61399,3600,ecpf_detector_dual_seqdrift2,2,18,5,0.9744515412385448,0.9744515412385448,0.972785337406276,3601,1,0.0016662038322687867,FP,65033,-3634,,,,0,0,reused,7,350,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::61799::65199,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,61799,65199,3400,ecpf_detector_dual_seqdrift2,18,19,5,0.97559541311379,0.97559541311379,0.9700088209350192,3401,1,0.005586592178770888,TP,65033,166,0.0001616371852579682,0.6728895010319158,0.20828253803853516,1,1,fresh,1,150,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::65399::66799,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,65399,66799,1400,ecpf_detector_dual_seqdrift2,16,20,5,0.953604568165596,0.9635974304068522,0.9436117059243397,1401,1,0.019985724482512457,FP,65033,1766,,,,6,1,reused,14,1250,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::68099::69199,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,68099,69199,1100,ecpf_detector_dual_seqdrift2,16,21,5,0.9545867393278837,0.9564032697547684,0.9118982742960945,1101,1,0.044504995458673924,FP,71319,-2120,0.000137579350774166,0.8829984938011004,0.16373732853360515,2,1,reused,15,550,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::69799::70599,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,69799,70599,800,ecpf_detector_dual_seqdrift2,16,22,5,0.9438202247191011,0.9525593008739076,0.9151061173533084,801,1,0.03745318352059923,FP,71319,-720,0.00016157276454644126,0.6741840728097859,0.1503916470754443,2,1,reused,8,250,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::70899::71399,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,70899,71399,500,ecpf_detector_dual_seqdrift2,16,23,4,0.936127744510978,0.9401197604790419,0.9500998003992016,501,0,-0.009980039920159722,TP,71319,80,,,,1,1,fresh,1,150,0,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::71599::76399,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,71599,76399,4800,ecpf_detector_dual_seqdrift2,18,24,5,0.9391793376379921,0.9779212664028327,0.9750052072484899,4801,1,0.002916059154342787,FP,71319,5080,,,,2,1,reused,5,350,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::76799::79599,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,76799,79599,2800,ecpf_detector_dual_seqdrift2,18,25,5,0.9310960371295965,0.9753659407354516,0.9710817565155302,2801,1,0.004284184219921383,FP,87385,-7786,0.0005998610169296877,0.6359556569236914,0.240972958765603,0,0,reused,4,150,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::79799::80799,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,79799,80799,1000,ecpf_detector_dual_seqdrift2,18,26,5,0.9270729270729271,0.984015984015984,0.971028971028971,1001,1,0.012987012987012991,FP,87385,-6586,,,,0,0,reused,4,150,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::80999::82999,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,80999,82999,2000,ecpf_detector_dual_seqdrift2,18,27,5,0.9355322338830585,0.9790104947526237,0.9470264867566217,2001,1,0.031984007996001984,FP,87385,-4386,,,,0,0,reused,8,250,1,1
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::83299::87599,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,83299,87599,4300,ecpf_detector_dual_seqdrift2,18,28,5,0.9330388281794931,0.9755870727737735,0.9572192513368984,4301,1,0.018367821436875098,TP,87385,214,,,,1,1,fresh,11,550,0,0
uq_variance_seqdrift2::recurring_sud_sea100k_g00.csv::88199::89599,uq_variance_seqdrift2,recurring_sud_sea100k_g00.csv,88199,89599,1400,ecpf_detector_dual_seqdrift2,28,29,5,0.9621698786581013,0.9621698786581013,0.9643112062812277,1401,0,-0.0021413276231263545,FP,87385,2214,9.23393865136264e-05,0.7214399926717507,0.16920971152210967,4,1,reused,12,450,0,1
