drift_type,sensitivity,sensitivity_multiplier,run_id,csv_filename,drift_times_filename,random_seed
gradual,low,0.5,7,gradual_drift\low\recurring_gradual_sea100k_g06.csv,gradual_drift\low\recurring_gradual_sea100k_g06_drift_times.txt,2113694636
gradual,low,0.5,8,gradual_drift\low\recurring_gradual_sea100k_g07.csv,gradual_drift\low\recurring_gradual_sea100k_g07_drift_times.txt,3295748095
gradual,low,0.5,9,gradual_drift\low\recurring_gradual_sea100k_g08.csv,gradual_drift\low\recurring_gradual_sea100k_g08_drift_times.txt,2016993556
gradual,low,0.5,10,gradual_drift\low\recurring_gradual_sea100k_g09.csv,gradual_drift\low\recurring_gradual_sea100k_g09_drift_times.txt,3274203874
gradual,medium,1.0,1,gradual_drift\medium\recurring_gradual_sea100k_g00.csv,gradual_drift\medium\recurring_gradual_sea100k_g00_drift_times.txt,3941156164
gradual,medium,1.0,2,gradual_drift\medium\recurring_gradual_sea100k_g01.csv,gradual_drift\medium\recurring_gradual_sea100k_g01_drift_times.txt,449808931
gradual,medium,1.0,3,gradual_drift\medium\recurring_gradual_sea100k_g02.csv,gradual_drift\medium\recurring_gradual_sea100k_g02_drift_times.txt,3009656545
gradual,medium,1.0,4,gradual_drift\medium\recurring_gradual_sea100k_g03.csv,gradual_drift\medium\recurring_gradual_sea100k_g03_drift_times.txt,3953399005
gradual,medium,1.0,5,gradual_drift\medium\recurring_gradual_sea100k_g04.csv,gradual_drift\medium\recurring_gradual_sea100k_g04_drift_times.txt,166120337
gradual,medium,1.0,6,gradual_drift\medium\recurring_gradual_sea100k_g05.csv,gradual_drift\medium\recurring_gradual_sea100k_g05_drift_times.txt,4199693611
gradual,medium,1.0,7,gradual_drift\medium\recurring_gradual_sea100k_g06.csv,gradual_drift\medium\recurring_gradual_sea100k_g06_drift_times.txt,2980069751
gradual,medium,1.0,8,gradual_drift\medium\recurring_gradual_sea100k_g07.csv,gradual_drift\medium\recurring_gradual_sea100k_g07_drift_times.txt,1257727093
gradual,medium,1.0,9,gradual_drift\medium\recurring_gradual_sea100k_g08.csv,gradual_drift\medium\recurring_gradual_sea100k_g08_drift_times.txt,2380653073
gradual,medium,1.0,10,gradual_drift\medium\recurring_gradual_sea100k_g09.csv,gradual_drift\medium\recurring_gradual_sea100k_g09_drift_times.txt,1009234494
gradual,high,2.0,1,gradual_drift\high\recurring_gradual_sea100k_g00.csv,gradual_drift\high\recurring_gradual_sea100k_g00_drift_times.txt,2515759243
gradual,high,2.0,2,gradual_drift\high\recurring_gradual_sea100k_g01.csv,gradual_drift\high\recurring_gradual_sea100k_g01_drift_times.txt,3283318923
gradual,high,2.0,3,gradual_drift\high\recurring_gradual_sea100k_g02.csv,gradual_drift\high\recurring_gradual_sea100k_g02_drift_times.txt,2586320807
gradual,high,2.0,4,gradual_drift\high\recurring_gradual_sea100k_g03.csv,gradual_drift\high\recurring_gradual_sea100k_g03_drift_times.txt,140939305
gradual,high,2.0,5,gradual_drift\high\recurring_gradual_sea100k_g04.csv,gradual_drift\high\recurring_gradual_sea100k_g04_drift_times.txt,3859591578
gradual,high,2.0,6,gradual_drift\high\recurring_gradual_sea100k_g05.csv,gradual_drift\high\recurring_gradual_sea100k_g05_drift_times.txt,3329239046
gradual,high,2.0,7,gradual_drift\high\recurring_gradual_sea100k_g06.csv,gradual_drift\high\recurring_gradual_sea100k_g06_drift_times.txt,106357162
gradual,high,2.0,8,gradual_drift\high\recurring_gradual_sea100k_g07.csv,gradual_drift\high\recurring_gradual_sea100k_g07_drift_times.txt,2526118901
gradual,high,2.0,9,gradual_drift\high\recurring_gradual_sea100k_g08.csv,gradual_drift\high\recurring_gradual_sea100k_g08_drift_times.txt,1521557656
gradual,high,2.0,10,gradual_drift\high\recurring_gradual_sea100k_g09.csv,gradual_drift\high\recurring_gradual_sea100k_g09_drift_times.txt,883254143
