x0,x1,x2,x3,x4,x5,x6,x7,y
0.446883,7.0,0.702128,0.043323,0.428295,0.002862,0.364578,0.597807,1
0.903411,6.0,0.042553,0.081812,0.41922,0.005444,0.520197,0.549561,1
0.894075,3.0,0.510638,0.073826,0.639988,0.005004,0.676075,0.427632,0
0.0,2.0,0.87234,0.042482,0.412229,0.003467,0.422915,0.414912,0
0.889695,2.0,0.829787,0.030653,0.730289,0.002,0.625324,0.367544,0
0.000531,7.0,0.340426,0.080731,0.268224,0.003467,0.422915,0.414912,1
0.0223,5.0,0.829787,0.059926,0.473371,0.003467,0.422915,0.414912,0
0.0273,7.0,0.893617,0.077639,0.291729,0.003467,0.422915,0.414912,1
0.86797,7.0,0.191489,0.029963,0.170783,0.000885,0.194977,0.902193,1
0.031415,2.0,0.957447,0.099346,0.420857,0.003467,0.422915,0.414912,1
0.500111,7.0,0.382979,0.066711,0.422493,0.004553,0.326515,0.380702,1
0.023096,2.0,0.297872,0.086015,0.449866,0.003467,0.422915,0.414912,1
0.894651,2.0,0.659574,0.119611,0.70961,0.007432,0.661574,0.653509,1
0.890093,4.0,0.212766,0.080041,0.300952,0.003945,0.377266,0.703947,0
0.876333,6.0,0.297872,0.031254,0.497917,0.002036,0.633092,0.557018,0
0.906818,6.0,0.106383,0.029602,0.19161,0.002002,0.196271,0.503509,0
0.442326,1.0,0.468085,0.057614,0.349747,0.002468,0.200414,0.500526,1
0.009601,3.0,0.340426,0.041642,0.619905,0.003467,0.422915,0.414912,0
0.876289,5.0,0.489362,0.043353,0.622583,0.002946,0.877007,0.180702,1
0.889607,7.0,0.361702,0.085685,0.539274,0.00457,0.406266,0.639035,1
0.442281,6.0,0.340426,0.053801,0.382327,0.003467,0.422915,0.414912,0
0.465422,1.0,1.0,0.027021,0.24338,0.00182,0.306059,0.574561,1
0.880227,4.0,0.255319,0.040471,0.341416,0.002646,0.332729,0.534211,1
0.434361,1.0,0.319149,0.049538,0.477685,0.003467,0.422915,0.414912,0
0.001062,5.0,0.93617,0.043983,0.465784,0.003467,0.422915,0.414912,0
0.898323,2.0,0.574468,0.054942,0.536894,0.003635,0.60668,0.485965,0
0.433388,7.0,0.93617,0.049838,0.294258,0.003467,0.422915,0.414912,1
0.022344,6.0,0.382979,0.074817,0.405683,0.003467,0.422915,0.414912,1
0.456307,4.0,0.978723,0.034646,0.561589,0.002302,0.508545,0.642105,0
0.867793,3.0,0.148936,0.02669,0.172865,0.000841,0.230709,0.771053,0
0.474492,4.0,0.361702,0.0393,0.454775,0.002661,0.284827,0.48114,0
0.893677,5.0,0.06383,0.042332,0.367004,0.00264,0.415329,0.675,1
0.88912,3.0,0.93617,0.028702,0.497322,0.00198,0.446401,0.519737,0
0.447502,7.0,0.659574,0.041822,0.413865,0.002875,0.311497,0.508333,1
0.447016,3.0,0.702128,0.067431,0.622434,0.004805,0.594252,0.255702,1
0.429539,6.0,0.893617,0.075417,0.350788,0.003467,0.422915,0.414912,1
0.903146,7.0,0.446809,0.089138,0.432014,0.003677,0.380114,0.638596,1
0.469802,3.0,0.702128,0.505134,0.692353,0.034426,0.81797,0.194298,1
0.009601,3.0,0.170213,0.041281,0.192502,0.003467,0.422915,0.414912,0
0.009513,1.0,0.744681,0.097394,0.805861,0.003467,0.422915,0.414912,1
0.877041,1.0,0.744681,0.035487,0.380244,0.002374,0.272916,0.501754,1
0.00469,4.0,0.808511,0.160532,0.747694,0.003467,0.422915,0.414912,1
0.474094,2.0,0.297872,0.030263,0.515472,0.002038,0.404713,0.634211,0
0.880934,6.0,0.489362,0.027921,0.494198,0.00187,0.502071,0.607456,1
0.013672,5.0,0.510638,0.041431,0.509372,0.003467,0.422915,0.414912,0
0.022388,7.0,0.297872,0.063468,0.127194,0.003467,0.422915,0.414912,0
0.446794,5.0,0.170213,0.000901,0.225826,5.8e-05,0.207664,0.547807,0
0.425202,5.0,0.957447,0.076618,0.407319,0.003467,0.422915,0.414912,1
0.018451,2.0,0.553191,0.057644,0.494793,0.003467,0.422915,0.414912,0
0.456794,1.0,0.808511,0.030623,0.496281,0.002046,0.39332,0.713158,1
0.877041,1.0,0.191489,0.0266,0.08911,0.001749,0.112895,0.660526,0
0.425512,5.0,0.595745,0.062387,0.488991,0.003467,0.422915,0.414912,0
0.447016,3.0,0.680851,0.061126,0.554894,0.004304,0.562921,0.266667,1
0.876775,2.0,0.297872,0.030203,0.543737,0.001986,0.547126,0.522368,0
0.451484,6.0,0.553191,0.044734,0.657096,0.003056,0.642413,0.439474,0
0.008805,6.0,0.319149,0.041642,0.351086,0.003467,0.422915,0.414912,0
0.429583,7.0,0.255319,0.073526,0.135376,0.003467,0.422915,0.414912,0
0.451529,7.0,0.106383,0.03918,0.357334,0.002347,0.41507,0.725877,0
0.023185,4.0,0.893617,0.049778,0.390509,0.003467,0.422915,0.414912,0
0.429937,1.0,0.319149,0.094152,0.555043,0.003467,0.422915,0.414912,1
0.871776,3.0,0.446809,0.027051,0.550431,0.001701,0.617815,0.702632,1
0.443476,6.0,0.021277,0.046836,0.462065,0.003182,0.458571,0.451316,0
0.032034,2.0,0.765957,0.058394,0.218982,0.003467,0.422915,0.414912,0
0.000841,7.0,0.255319,0.081122,0.123178,0.003467,0.422915,0.414912,0
0.894385,3.0,0.255319,0.05287,0.408361,0.003488,0.472294,0.522368,0
0.968895,1.0,0.340426,0.030323,0.362095,0.001934,0.213361,0.782018,0
0.013185,1.0,0.531915,0.041281,0.487206,0.003467,0.422915,0.414912,0
0.451573,1.0,0.425532,0.044584,0.642815,0.000976,0.29855,0.726316,1
0.893943,7.0,0.510638,0.05272,0.508033,0.003029,0.469964,0.816228,0
0.876421,1.0,0.914894,0.032214,0.315977,0.001975,0.216986,0.859649,1
0.866997,6.0,0.212766,0.024799,0.140583,0.001637,0.137752,0.847368,0
0.894695,3.0,0.404255,0.132581,0.717644,0.009055,0.68928,0.391667,1
0.911331,4.0,0.617021,0.091299,0.492413,0.006194,0.617297,0.281579,1
0.893589,6.0,0.893617,0.035847,0.647278,0.002383,0.512429,0.460088,0
0.898058,3.0,0.680851,0.072775,0.599821,0.004742,0.569394,0.563596,0
0.907703,5.0,0.744681,0.049568,0.5,0.00338,0.572501,0.420175,0
0.004823,7.0,0.468085,0.076828,0.519191,0.003467,0.422915,0.414912,0
0.474183,4.0,0.87234,0.025549,0.277447,0.001703,0.181512,0.785965,0
0.018229,4.0,0.957447,0.043713,0.411336,0.003467,0.422915,0.414912,0
0.452281,3.0,0.021277,0.040591,0.550431,0.00273,0.461678,0.710526,1
0.44352,7.0,0.723404,0.086436,0.610235,0.005764,0.457535,0.623246,1
0.02261,5.0,0.12766,0.067221,0.169444,0.003467,0.422915,0.414912,0
0.438874,6.0,0.319149,0.048337,0.253942,0.003467,0.422915,0.414912,0
0.455998,4.0,0.340426,0.079711,0.682535,0.005461,0.629984,0.450439,1
0.009867,2.0,0.659574,0.075267,0.499405,0.003467,0.422915,0.414912,1
0.013097,6.0,0.553191,0.041582,0.363434,0.003467,0.422915,0.414912,0
0.455909,2.0,0.276596,0.041882,0.577507,0.002912,0.411445,0.523684,1
0.912438,1.0,0.978723,0.046836,0.309878,0.003105,0.343345,0.561842,1
0.460865,3.0,0.0,0.036508,0.490777,0.002497,0.392543,0.335088,0
0.455555,1.0,0.446809,0.033025,0.514579,0.00161,0.302952,0.918421,0
0.018052,7.0,0.106383,0.060586,0.149955,0.003467,0.422915,0.414912,0
0.460732,7.0,0.446809,0.043563,0.468908,0.003012,0.291818,0.322807,0
0.459935,3.0,1.0,0.044854,0.504314,0.003062,0.435526,0.323246,0
0.429892,7.0,1.0,0.049838,0.271943,0.003467,0.422915,0.414912,0
0.439051,3.0,0.148936,0.047766,0.163642,0.003467,0.422915,0.414912,0
0.44706,4.0,0.170213,0.02591,0.247992,0.000976,0.257121,0.765789,0
0.889341,1.0,0.978723,0.045755,0.431717,0.002038,0.383221,0.680263,1
0.008805,6.0,0.531915,0.041642,0.429337,0.003467,0.422915,0.414912,0
0.438166,4.0,0.340426,0.087607,0.462362,0.003467,0.422915,0.414912,1
0.42507,2.0,0.06383,0.058394,0.188486,0.003467,0.422915,0.414912,0
0.442724,3.0,0.744681,0.13147,0.696668,0.008656,0.660021,0.544298,1
0.026769,2.0,0.212766,0.082202,0.281315,0.003467,0.422915,0.414912,1
0.433476,2.0,0.170213,0.069953,0.181494,0.003467,0.422915,0.414912,0
0.009823,1.0,0.340426,0.042242,0.613954,0.003467,0.422915,0.414912,0
0.026547,4.0,0.659574,0.10532,0.478132,0.003467,0.422915,0.414912,1
0.000398,4.0,0.489362,0.074817,0.530646,0.003467,0.422915,0.414912,0
0.018539,4.0,0.0,0.072685,0.444511,0.003467,0.422915,0.414912,1
0.022433,1.0,0.595745,0.059505,0.464148,0.003467,0.422915,0.414912,0
0.474492,4.0,0.468085,0.07836,0.473966,0.005307,0.345417,0.472807,1
0.460688,6.0,0.425532,0.246157,0.609342,0.016616,0.549974,0.340789,1
0.889872,6.0,0.638298,0.028792,0.536745,0.002061,0.659244,0.20307,0
0.429715,3.0,0.234043,0.073526,0.390211,0.003467,0.422915,0.414912,0
0.876952,6.0,0.106383,0.028672,0.164534,0.00188,0.261264,0.607018,0
0.911995,5.0,0.808511,0.044584,0.502529,0.002981,0.421284,0.419737,0
0.446839,6.0,0.957447,0.0396,0.522017,0.002586,0.383221,0.727193,1
0.91142,6.0,0.659574,0.045605,0.479173,0.003051,0.554117,0.405263,0
0.880492,3.0,0.042553,0.038549,0.346177,0.002516,0.380373,0.544737,0
0.86828,7.0,0.574468,0.029572,0.437221,0.001876,0.371828,0.841228,0
0.880934,6.0,0.723404,0.02624,0.473222,0.001786,0.449767,0.563596,0
0.031193,4.0,0.617021,0.125465,0.452246,0.003467,0.422915,0.414912,1
0.460909,4.0,0.06383,0.054341,0.408063,0.003716,0.39565,0.351316,0
0.460865,3.0,0.425532,0.116158,0.577655,0.00796,0.48058,0.33114,1
0.902969,3.0,0.468085,0.103459,0.53258,0.007063,0.691869,0.211404,1
0.473475,2.0,0.787234,0.027561,0.442874,0.001863,0.391248,0.549561,0
0.482412,3.0,0.617021,0.037919,0.454775,0.002638,0.494562,0.203509,0
0.897925,7.0,0.978723,0.107121,0.553555,0.006909,0.463231,0.751316,1
0.894031,2.0,0.085106,0.056953,0.310622,0.003702,0.441481,0.717544,1
0.433698,7.0,0.87234,0.046535,0.272389,0.003467,0.422915,0.414912,0
0.45613,7.0,0.446809,0.0263,0.508033,0.001666,0.337908,0.746491,0
0.434583,6.0,0.12766,0.04011,0.072895,0.003467,0.422915,0.414912,0
0.433742,1.0,0.765957,0.071664,0.420708,0.003467,0.422915,0.414912,1
0.889518,5.0,0.531915,0.029933,0.530199,0.002117,0.592439,0.21886,0
0.867793,3.0,0.595745,0.033926,0.686403,0.002206,0.598136,0.599561,1
0.022211,3.0,0.553191,0.074997,0.455965,0.003467,0.422915,0.414912,1
0.464404,6.0,0.404255,0.147022,0.533323,0.00994,0.504143,0.452632,1
0.425468,4.0,0.276596,0.102768,0.428741,0.003467,0.422915,0.414912,0
0.005044,5.0,0.978723,0.056323,0.52886,0.003467,0.422915,0.414912,1
0.898677,3.0,0.723404,0.059625,0.619756,0.003949,0.604091,0.529825,0
0.451086,4.0,0.659574,0.040891,0.562928,0.002709,0.617297,0.398684,0
0.460157,1.0,0.808511,0.028912,0.498066,0.001911,0.382962,0.548246,1
0.447591,2.0,0.531915,0.044104,0.567242,0.003137,0.520456,0.409649,0
0.468829,2.0,0.234043,0.028732,0.338441,0.001913,0.24029,0.416667,0
0.890182,6.0,0.914894,0.029903,0.627492,0.002034,0.522009,0.548684,0
0.027565,6.0,0.0,0.060976,0.336209,0.003467,0.422915,0.414912,0
0.022654,6.0,0.595745,0.084664,0.297382,0.003467,0.422915,0.414912,1
0.461174,3.0,0.021277,0.031134,0.460726,0.002077,0.382444,0.489035,1
0.425202,5.0,0.468085,0.062387,0.485719,0.003467,0.422915,0.414912,0
0.014159,2.0,0.404255,0.07938,0.648616,0.003467,0.422915,0.414912,1
0.442414,3.0,0.340426,0.087156,0.475602,0.006845,0.498446,0.500526,1
0.880448,2.0,0.12766,0.033956,0.136864,0.002233,0.20378,0.567105,1
0.000487,6.0,0.893617,0.076168,0.347367,0.003467,0.422915,0.414912,0
0.017875,3.0,0.276596,0.097574,0.481553,0.003467,0.422915,0.414912,1
0.968895,1.0,0.042553,0.054942,0.29753,0.003648,0.408079,0.531579,0
0.907836,1.0,0.595745,0.02636,0.296043,0.001741,0.245987,0.684211,0
0.429096,3.0,0.255319,0.083193,0.37712,0.003467,0.422915,0.414912,1
0.867307,6.0,0.595745,0.038789,0.483041,0.002628,0.510098,0.418421,1
0.911995,5.0,0.170213,0.043353,0.19994,0.002875,0.26696,0.628509,0
0.443387,4.0,0.723404,0.058755,0.593573,0.004001,0.603055,0.461404,1
0.031149,3.0,0.659574,0.057914,0.4759,0.003467,0.422915,0.414912,0
0.000752,5.0,0.93617,0.161553,0.450461,0.003467,0.422915,0.414912,1
0.013805,1.0,0.319149,0.095292,0.604582,0.003467,0.422915,0.414912,1
0.894031,2.0,0.617021,0.076558,0.623029,0.005091,0.710513,0.473246,1
0.460643,5.0,0.595745,0.036027,0.489884,0.002439,0.49767,0.433333,0
0.451617,2.0,0.212766,0.031704,0.258108,0.001951,0.291041,0.860088,0
0.880315,6.0,0.93617,0.058755,0.419072,0.004063,0.323666,0.366228,1
0.442193,4.0,0.744681,0.25027,0.612467,0.003467,0.422915,0.414912,1
0.438874,6.0,0.723404,0.053831,0.331598,0.003467,0.422915,0.414912,1
0.867616,6.0,0.148936,0.017834,0.157989,0.000841,0.206111,0.902632,0
0.90788,2.0,0.0,0.034286,0.224636,0.002339,0.31072,0.396053,0
0.897969,1.0,0.553191,0.086376,0.416989,0.004541,0.420249,0.707018,1
0.434229,5.0,0.212766,0.090159,0.300357,0.003467,0.422915,0.414912,1
0.013362,5.0,0.702128,0.057013,0.559357,0.003467,0.422915,0.414912,0
0.907393,5.0,0.531915,0.10472,0.478875,0.007162,0.543242,0.307456,1
0.907393,5.0,0.425532,0.09244,0.511306,0.006294,0.562144,0.344298,1
0.903102,6.0,0.638298,0.07956,0.453288,0.005343,0.494562,0.485965,1
0.889739,3.0,0.06383,0.067101,0.457899,0.00447,0.490678,0.542982,1
0.009247,2.0,0.957447,0.103759,0.61812,0.003467,0.422915,0.414912,0
0.429229,6.0,0.148936,0.055242,0.124368,0.003467,0.422915,0.414912,0
0.911376,5.0,0.085106,0.043863,0.206337,0.002869,0.341015,0.651754,0
0.428919,6.0,0.659574,0.094272,0.420411,0.003467,0.422915,0.414912,1
0.898987,3.0,1.0,0.080821,0.556977,0.005307,0.522786,0.638158,0
0.022787,2.0,0.638298,0.09217,0.433651,0.003467,0.422915,0.414912,1
0.464493,1.0,0.829787,0.032064,0.344838,0.002177,0.382703,0.491228,1
0.017654,5.0,0.382979,0.084965,0.56263,0.003467,0.422915,0.414912,1
0.880404,1.0,0.12766,0.029182,0.103541,0.00189,0.202745,0.735526,0
0.442724,3.0,0.255319,0.046625,0.373996,0.003105,0.309684,0.614912,0
0.009557,2.0,0.829787,0.041642,0.683725,0.003467,0.422915,0.414912,0
0.875979,5.0,0.085106,0.034616,0.199643,0.000841,0.293889,0.710088,0
0.898102,4.0,0.659574,0.0659,0.582565,0.004319,0.56784,0.525877,1
0.430114,5.0,0.212766,0.077249,0.291282,0.003467,0.422915,0.414912,1
0.446662,2.0,0.765957,0.175273,0.785629,0.011498,0.73796,0.632895,1
0.460953,5.0,0.106383,0.035247,0.310919,0.002374,0.306318,0.535965,0
0.911464,7.0,0.638298,0.046746,0.358822,0.00301,0.365355,0.737281,1
0.022964,6.0,0.276596,0.069443,0.182981,0.003467,0.422915,0.414912,0
0.460068,6.0,0.829787,0.030353,0.520232,0.002025,0.493009,0.40307,0
0.027344,1.0,0.787234,0.062447,0.396013,0.003467,0.422915,0.414912,0
0.443387,4.0,0.148936,0.033806,0.181642,0.001701,0.246245,0.765789,0
0.026371,7.0,0.12766,0.057524,0.058018,0.003467,0.422915,0.414912,0
0.871776,3.0,0.425532,0.030563,0.560101,0.001934,0.599948,0.722368,1
0.907128,6.0,0.617021,0.089138,0.463255,0.005937,0.601761,0.484211,1
0.877129,3.0,0.489362,0.041792,0.630616,0.002919,0.531072,0.236842,0
0.473209,3.0,0.723404,0.044404,0.665278,0.00295,0.425168,0.391228,0
0.013141,7.0,0.0,0.041582,0.366558,0.003467,0.422915,0.414912,0
0.434627,7.0,0.595745,0.045785,0.216156,0.003467,0.422915,0.414912,0
0.898987,3.0,0.361702,0.096283,0.64222,0.006394,0.694718,0.369737,1
0.000177,6.0,0.042553,0.077039,0.368343,0.003467,0.422915,0.414912,0
0.032034,2.0,0.723404,0.058394,0.257364,0.003467,0.422915,0.414912,0
0.43852,5.0,0.021277,0.056323,0.383368,0.003467,0.422915,0.414912,0
0.889385,2.0,0.12766,0.02684,0.152931,0.001743,0.301398,0.717544,0
0.004469,6.0,0.297872,0.064489,0.300208,0.003467,0.422915,0.414912,1
0.885138,3.0,0.510638,0.03915,0.517554,0.002759,0.570689,0.198684,0
0.447856,1.0,0.702128,0.042062,0.536894,0.0028,0.296737,0.66886,1
0.429848,6.0,0.234043,0.072535,0.189973,0.003467,0.422915,0.414912,1
0.000487,6.0,0.042553,0.044073,0.412824,0.003467,0.422915,0.414912,0
0.451175,6.0,0.978723,0.058484,0.639542,0.003847,0.516831,0.439035,1
0.438565,6.0,0.744681,0.057614,0.42889,0.003467,0.422915,0.414912,1
0.438786,4.0,0.510638,0.067131,0.526927,0.003467,0.422915,0.414912,1
0.031901,6.0,0.085106,0.055242,0.070812,0.003467,0.422915,0.414912,0
0.434273,6.0,0.574468,0.045334,0.32654,0.003467,0.422915,0.414912,0
0.907526,1.0,0.829787,0.048427,0.478727,0.003201,0.379855,0.571053,1
0.009823,1.0,0.553191,0.044824,0.534662,0.003467,0.422915,0.414912,0
0.877129,3.0,0.085106,0.037769,0.252752,0.002505,0.296737,0.456579,0
0.893987,1.0,0.212766,0.031734,0.1928,0.001757,0.287675,0.831579,0
0.03137,1.0,0.510638,0.067371,0.582713,0.003467,0.422915,0.414912,1
0.438653,1.0,0.404255,0.09238,0.53377,0.003467,0.422915,0.414912,1
0.000575,1.0,0.765957,0.119731,0.6626,0.003467,0.422915,0.414912,1
0.911685,5.0,0.617021,0.077009,0.503719,0.005222,0.575608,0.353509,0
0.889651,1.0,0.851064,0.084514,0.548349,0.004666,0.419731,0.681579,1
0.022034,6.0,0.914894,0.045965,0.23981,0.003467,0.422915,0.414912,0
0.903544,2.0,0.255319,0.058725,0.299762,0.002732,0.189021,0.809649,1
0.442547,6.0,0.425532,0.075537,0.59283,0.005091,0.517349,0.500526,1
0.438476,4.0,0.148936,0.058244,0.16751,0.003467,0.422915,0.414912,0
0.455821,7.0,0.680851,0.032785,0.383368,0.002173,0.321077,0.762281,0
0.889253,4.0,0.212766,0.029062,0.202767,0.001786,0.284568,0.809649,0
0.881465,4.0,0.659574,0.028101,0.477388,0.001973,0.591403,0.330702,0
0.893677,5.0,0.191489,0.028702,0.183576,0.001795,0.300363,0.818421,0
0.911376,5.0,0.93617,0.045575,0.453883,0.002923,0.306577,0.699561,0
0.447281,2.0,0.425532,0.089678,0.752603,0.006199,0.65536,0.361842,1
0.017743,7.0,0.765957,0.070914,0.468015,0.003467,0.422915,0.414912,1
0.455467,6.0,1.0,0.044824,0.62526,0.003074,0.502848,0.541228,1
0.027123,3.0,0.510638,0.097274,0.48438,0.003467,0.422915,0.414912,1
0.469537,4.0,0.851064,0.029903,0.414014,0.002011,0.346712,0.536842,0
0.894739,4.0,0.851064,0.100727,0.844243,0.0065,0.677369,0.605263,0
0.018274,5.0,0.170213,0.062027,0.135971,0.003467,0.422915,0.414912,1
0.452325,4.0,0.148936,0.033025,0.290539,0.002229,0.339202,0.717544,0
0.91173,6.0,0.170213,0.042632,0.187891,0.002815,0.258674,0.617105,0
0.899031,4.0,0.595745,0.094362,0.539572,0.005814,0.564992,0.468421,1
0.871908,6.0,0.638298,0.033085,0.654121,0.002146,0.544537,0.562281,0
0.473519,3.0,0.425532,0.027501,0.570068,0.001828,0.541688,0.432895,0
0.442989,2.0,0.191489,0.029963,0.14579,0.001965,0.156396,0.678947,0
0.018052,7.0,0.361702,0.074517,0.346177,0.003467,0.422915,0.414912,1
0.907615,3.0,0.595745,0.074697,0.475305,0.00506,0.601761,0.399123,1
0.005398,6.0,0.191489,0.054612,0.179262,0.003467,0.422915,0.414912,0
0.451042,3.0,0.340426,0.043143,0.679857,0.002962,0.622993,0.362281,1
0.014203,3.0,0.744681,0.040711,0.563374,0.003467,0.422915,0.414912,0
0.000221,7.0,0.553191,0.047256,0.263612,0.003467,0.422915,0.414912,0
0.446927,1.0,0.914894,0.042032,0.451056,0.002177,0.304764,0.765789,1
0.880979,7.0,0.06383,0.029242,0.293663,0.00182,0.376489,0.72193,1
0.871643,7.0,0.574468,0.032184,0.521868,0.002054,0.435008,0.894737,1
