x0,x1,x2,x3,x4,x5,x6,x7,y
0.014203,3.0,0.191489,0.040711,0.186849,0.003467,0.422915,0.414912,0
0.884695,7.0,0.340426,0.031104,0.398096,0.001973,0.356033,0.657456,1
0.433521,3.0,0.531915,0.071064,0.522017,0.003467,0.422915,0.414912,1
0.429494,5.0,0.574468,0.076888,0.544183,0.003467,0.422915,0.414912,1
0.438255,6.0,0.808511,0.053441,0.405088,0.003467,0.422915,0.414912,0
0.018495,3.0,0.212766,0.046565,0.182089,0.003467,0.422915,0.414912,0
0.455865,1.0,0.297872,0.032935,0.282356,0.000976,0.131279,0.897368,0
0.894739,4.0,0.170213,0.074787,0.289795,0.00388,0.417141,0.750439,0
0.447237,1.0,0.212766,0.008016,0.157691,0.000523,0.147074,0.602632,0
0.876466,2.0,1.0,0.028161,0.394674,0.00085,0.363024,0.664912,0
0.912261,4.0,0.404255,0.085055,0.548795,0.005825,0.570689,0.289035,1
0.44352,7.0,0.680851,0.044254,0.44823,0.002931,0.347488,0.65,0
0.902925,2.0,0.021277,0.043743,0.290836,0.002916,0.339461,0.543421,0
0.026282,5.0,0.957447,0.07959,0.421006,0.003467,0.422915,0.414912,1
0.460776,1.0,0.0,0.033025,0.333085,0.002279,0.331952,0.258333,0
0.885978,1.0,0.595745,0.028672,0.309283,0.001843,0.273951,0.791228,0
0.424494,3.0,0.957447,0.075177,0.260785,0.003467,0.422915,0.414912,1
0.433609,5.0,0.680851,0.075327,0.473222,0.003467,0.422915,0.414912,1
0.907747,6.0,0.93617,0.048697,0.419518,0.003292,0.367685,0.477193,0
0.906818,6.0,0.255319,0.044164,0.2831,0.002979,0.215432,0.572368,0
0.430069,4.0,0.468085,0.074397,0.523654,0.003467,0.422915,0.414912,0
0.429627,1.0,0.574468,0.090068,0.632252,0.003467,0.422915,0.414912,1
4.4e-05,3.0,1.0,0.054642,0.449866,0.003467,0.422915,0.414912,1
0.437945,6.0,0.744681,0.046445,0.355846,0.003467,0.422915,0.414912,0
0.009646,4.0,0.957447,0.083644,0.565457,0.003467,0.422915,0.414912,1
0.425424,3.0,0.468085,0.117599,0.629426,0.003467,0.422915,0.414912,1
0.47374,1.0,0.617021,0.028221,0.357334,0.001867,0.249094,0.864912,0
0.894385,3.0,0.404255,0.082142,0.725528,0.005607,0.757897,0.354386,1
0.023052,1.0,0.297872,0.090128,0.438411,0.003467,0.422915,0.414912,1
0.894606,1.0,0.914894,0.084844,0.520827,0.002096,0.441481,0.688158,1
0.030839,3.0,1.0,0.114957,0.392294,0.003467,0.422915,0.414912,1
0.429627,1.0,0.255319,0.077369,0.409997,0.003467,0.422915,0.414912,1
0.898677,3.0,0.212766,0.034856,0.253496,0.002268,0.3058,0.667105,0
0.0,2.0,0.297872,0.040861,0.402261,0.003467,0.422915,0.414912,0
0.884651,6.0,0.914894,0.02651,0.372954,0.001838,0.42957,0.397368,0
0.451175,6.0,0.106383,0.03915,0.369087,0.002597,0.393061,0.603509,0
0.031193,4.0,0.851064,0.102228,0.364029,0.003467,0.422915,0.414912,1
0.446794,5.0,0.744681,0.120842,0.713924,0.008037,0.632574,0.600439,1
0.424848,4.0,0.255319,0.058394,0.258405,0.003467,0.422915,0.414912,1
0.460024,5.0,0.106383,0.030353,0.285183,0.002038,0.295702,0.507456,0
0.433344,6.0,0.468085,0.051849,0.40479,0.003467,0.422915,0.414912,0
0.030972,6.0,0.510638,0.084274,0.38679,0.003467,0.422915,0.414912,1
0.030751,1.0,1.0,0.095473,0.389021,0.003467,0.422915,0.414912,1
0.447724,5.0,0.425532,0.05311,0.753347,0.003731,0.645003,0.309211,0
0.867528,4.0,0.829787,0.028522,0.461767,0.001666,0.435008,0.658772,0
0.023185,4.0,0.255319,0.114417,0.371616,0.003467,0.422915,0.414912,1
0.013097,6.0,0.702128,0.041401,0.359714,0.003467,0.422915,0.414912,0
0.465245,4.0,0.382979,0.061727,0.517108,0.004298,0.508804,0.255263,1
0.460555,3.0,0.12766,0.022517,0.207825,0.001494,0.299327,0.707895,0
0.902526,7.0,0.765957,0.077459,0.619458,0.005233,0.509839,0.379386,1
0.87182,4.0,0.319149,0.02687,0.509521,0.001712,0.593216,0.663158,0
0.438034,1.0,0.553191,0.0783,0.484975,0.003467,0.422915,0.414912,1
0.014247,4.0,0.255319,0.06524,0.354359,0.003467,0.422915,0.414912,1
0.451573,1.0,0.085106,0.044404,0.274174,0.002445,0.402123,0.662719,1
0.876598,5.0,0.106383,0.028131,0.150997,0.000833,0.260487,0.752632,0
0.889961,1.0,0.12766,0.028612,0.191461,0.001865,0.306318,0.640351,0
0.026946,6.0,0.021277,0.059865,0.280869,0.003467,0.422915,0.414912,0
0.442193,4.0,0.765957,0.212411,0.609045,0.003467,0.422915,0.414912,1
0.451573,1.0,0.829787,0.053861,0.731032,0.003112,0.459865,0.707895,1
0.022919,5.0,0.12766,0.046085,0.163195,0.003467,0.422915,0.414912,0
0.867616,6.0,0.787234,0.028612,0.387682,0.001855,0.511911,0.595175,0
0.000265,1.0,0.382979,0.10475,0.512348,0.003467,0.422915,0.414912,1
0.898102,4.0,0.319149,0.075447,0.64936,0.005021,0.656914,0.527193,1
0.902836,7.0,0.12766,0.043623,0.191312,0.002827,0.2768,0.682895,0
0.455998,4.0,0.489362,0.06629,0.572151,0.004553,0.60435,0.311404,1
0.008849,7.0,0.702128,0.041882,0.4036,0.003467,0.422915,0.414912,0
0.44352,7.0,0.595745,0.044704,0.411485,0.00297,0.344381,0.635965,0
0.438078,2.0,1.0,0.048967,0.448676,0.003467,0.422915,0.414912,0
0.433963,6.0,0.021277,0.043533,0.279679,0.003467,0.422915,0.414912,0
0.893545,5.0,0.106383,0.064939,0.405683,0.003776,0.439151,0.787719,0
0.00938,5.0,0.723404,0.041642,0.620797,0.003467,0.422915,0.414912,0
0.89381,4.0,0.787234,0.07854,0.768819,0.005351,0.699379,0.364912,1
0.45206,5.0,0.87234,0.033926,0.665724,0.002297,0.539876,0.452632,0
0.866997,6.0,0.148936,0.021016,0.072746,0.0014,0.112118,0.776316,0
0.464404,6.0,0.06383,0.030413,0.309283,0.002065,0.363801,0.392105,1
0.894651,2.0,0.042553,0.051159,0.33368,0.003189,0.450803,0.639035,0
0.434052,1.0,0.851064,0.044884,0.389467,0.003467,0.422915,0.414912,0
0.875979,5.0,0.021277,0.031884,0.316275,0.000995,0.318229,0.769298,0
0.885049,1.0,0.319149,0.030803,0.321928,0.001942,0.188762,0.823246,0
0.434406,2.0,0.510638,0.051039,0.507587,0.003467,0.422915,0.414912,1
0.429715,3.0,0.531915,0.09259,0.630913,0.003467,0.422915,0.414912,1
0.023052,1.0,0.191489,0.067761,0.159476,0.003467,0.422915,0.414912,0
0.438874,6.0,0.765957,0.053321,0.453585,0.003467,0.422915,0.414912,1
0.031282,6.0,0.340426,0.078179,0.396459,0.003467,0.422915,0.414912,1
0.906818,6.0,0.148936,0.02681,0.140583,0.001791,0.124806,0.625,0
0.031061,1.0,0.340426,0.071815,0.487652,0.003467,0.422915,0.414912,1
0.027388,2.0,0.765957,0.049688,0.442279,0.003467,0.422915,0.414912,0
0.898013,2.0,0.957447,0.050799,0.610533,0.002927,0.439669,0.614474,0
0.880359,7.0,0.723404,0.035427,0.356888,0.002322,0.279389,0.606579,0
0.465201,3.0,0.574468,0.065029,0.464891,0.004501,0.511134,0.162719,1
0.912393,7.0,0.255319,0.043473,0.261827,0.00285,0.301916,0.65,0
0.442989,2.0,0.893617,0.055272,0.535852,0.003693,0.401346,0.560526,0
0.460997,6.0,0.787234,0.033025,0.53496,0.002277,0.472812,0.372368,0
0.465245,4.0,0.319149,0.057584,0.464148,0.003999,0.465303,0.185965,1
0.013008,4.0,0.723404,0.082773,0.591044,0.003467,0.422915,0.414912,1
0.01792,4.0,0.382979,0.056263,0.547902,0.003467,0.422915,0.414912,0
0.009336,4.0,0.957447,0.109493,0.611871,0.003467,0.422915,0.414912,1
0.42914,4.0,0.808511,0.099315,0.519488,0.003467,0.422915,0.414912,1
0.009646,4.0,0.680851,0.092861,0.483487,0.003467,0.422915,0.414912,1
0.88089,5.0,0.404255,0.029032,0.505356,0.001911,0.518384,0.591667,0
0.008938,2.0,0.212766,0.077909,0.258852,0.003467,0.422915,0.414912,0
0.428919,6.0,0.085106,0.073436,0.158733,0.003467,0.422915,0.414912,0
0.8812,5.0,0.085106,0.030443,0.262124,0.001886,0.381668,0.67807,0
0.443078,4.0,0.0,0.068962,0.498661,0.004639,0.416882,0.589474,1
0.87213,4.0,0.340426,0.024559,0.501785,0.001585,0.532626,0.709211,0
0.469891,5.0,0.808511,0.035457,0.659923,0.002484,0.397462,0.334649,0
0.907305,3.0,0.808511,0.101087,0.524695,0.006568,0.684102,0.338158,1
0.004248,1.0,0.808511,0.048367,0.572597,0.003467,0.422915,0.414912,0
0.894341,2.0,0.893617,0.059896,0.658881,0.004005,0.583894,0.517105,0
0.442503,5.0,0.510638,0.079801,0.494198,0.005363,0.524599,0.500526,1
0.000354,3.0,0.042553,0.085415,0.431419,0.003467,0.422915,0.414912,0
0.017477,1.0,0.851064,0.123244,0.607557,0.003467,0.422915,0.414912,1
0.890005,2.0,0.468085,0.028942,0.638649,0.002075,0.688503,0.217982,0
0.014247,4.0,0.957447,0.040591,0.531092,0.003467,0.422915,0.414912,0
0.898721,4.0,0.148936,0.037198,0.244124,0.00242,0.348524,0.688596,0
0.500111,7.0,1.0,0.057434,0.322523,0.00393,0.363283,0.232456,1
0.005177,1.0,0.893617,0.042422,0.530497,0.003467,0.422915,0.414912,0
0.898898,1.0,0.297872,0.029272,0.211395,0.001894,0.180218,0.771491,0
0.876554,4.0,0.638298,0.034826,0.603094,0.002235,0.562144,0.662281,1
0.460334,5.0,0.276596,0.037799,0.472478,0.002561,0.437338,0.298684,0
0.907659,4.0,0.148936,0.042813,0.195626,0.002804,0.287675,0.642105,0
0.87651,3.0,0.829787,0.027981,0.46028,0.00178,0.449249,0.67807,0
0.460599,4.0,0.319149,0.033686,0.487504,0.002279,0.545313,0.397368,1
0.465333,6.0,0.021277,0.031344,0.407617,0.002177,0.344381,0.367105,0
0.912084,7.0,0.978723,0.053681,0.307795,0.004049,0.377007,0.540351,1
0.867395,1.0,0.319149,0.030683,0.252901,0.000893,0.186691,0.902632,1
0.434184,4.0,0.744681,0.063258,0.500446,0.003467,0.422915,0.414912,0
0.442237,5.0,0.638298,0.055272,0.483338,0.003467,0.422915,0.414912,0
0.451263,1.0,0.468085,0.041101,0.497917,0.002626,0.29855,0.849123,1
0.894385,3.0,0.808511,0.075657,0.803481,0.005131,0.71362,0.45307,1
0.027078,2.0,0.148936,0.073886,0.153972,0.003467,0.422915,0.414912,0
0.44352,7.0,0.914894,0.07872,0.466379,0.005125,0.340497,0.730702,1
0.455644,3.0,0.851064,0.075177,0.731776,0.005118,0.566287,0.544737,1
0.447679,4.0,0.914894,0.03987,0.612913,0.00263,0.487312,0.617544,0
0.464714,6.0,0.510638,0.051519,0.475305,0.003558,0.492232,0.318421,1
0.43414,3.0,0.659574,0.111685,0.631806,0.003467,0.422915,0.414912,1
0.447724,5.0,0.851064,0.043833,0.737578,0.002956,0.582859,0.429825,0
0.876598,5.0,0.319149,0.028552,0.505207,0.00182,0.544278,0.601316,0
0.433742,1.0,0.297872,0.075027,0.466974,0.003467,0.422915,0.414912,1
0.867218,4.0,0.276596,0.034646,0.344689,0.002358,0.354221,0.462281,0
0.022565,4.0,0.12766,0.040501,0.16632,0.003467,0.422915,0.414912,0
0.474492,4.0,1.0,0.036027,0.363582,0.002453,0.265148,0.445614,0
0.009601,3.0,0.957447,0.041732,0.543142,0.003467,0.422915,0.414912,0
0.004425,5.0,0.276596,0.07902,0.488843,0.003467,0.422915,0.414912,1
0.915712,5.0,0.553191,0.115468,0.577804,0.007862,0.619109,0.375877,1
0.908013,5.0,0.765957,0.041912,0.466082,0.002846,0.431642,0.348684,0
0.005133,7.0,0.680851,0.076438,0.370128,0.003467,0.422915,0.414912,1
0.872218,6.0,0.340426,0.032335,0.607855,0.002067,0.536251,0.793421,0
0.456661,5.0,0.638298,0.030353,0.46623,0.002069,0.522786,0.528947,0
0.89381,4.0,0.93617,0.046565,0.598631,0.00316,0.473071,0.528509,0
0.889916,7.0,0.234043,0.033956,0.243975,0.002173,0.289746,0.713596,0
0.898898,1.0,0.574468,0.05239,0.308688,0.003311,0.310979,0.772807,0
0.456042,5.0,0.914894,0.036298,0.559804,0.002497,0.45624,0.508772,0
0.903633,4.0,0.723404,0.062808,0.54091,0.004188,0.468928,0.568421,0
0.018672,7.0,0.106383,0.044494,0.134484,0.003467,0.422915,0.414912,0
0.47343,1.0,0.06383,0.025249,0.145492,0.001722,0.262817,0.466667,0
0.872262,7.0,0.638298,0.028822,0.384112,0.00081,0.300363,0.835088,0
0.437768,2.0,0.0,0.048367,0.282952,0.003467,0.422915,0.414912,0
0.000752,5.0,0.87234,0.095473,0.480661,0.003467,0.422915,0.414912,1
0.911951,4.0,0.617021,0.045635,0.487355,0.003095,0.545831,0.360965,0
0.424494,3.0,0.659574,0.056923,0.167956,0.003467,0.422915,0.414912,0
0.456705,6.0,0.595745,0.030353,0.469354,0.002067,0.476955,0.535526,0
0.429052,2.0,0.617021,0.100546,0.509521,0.003467,0.422915,0.414912,1
0.897969,1.0,0.893617,0.089078,0.616781,0.0056,0.448731,0.792544,1
0.42914,4.0,0.319149,0.076588,0.482297,0.003467,0.422915,0.414912,0
0.442591,7.0,0.574468,0.080341,0.437667,0.005405,0.3203,0.500526,1
0.469316,6.0,0.021277,0.030323,0.300208,0.002015,0.31305,0.532895,0
0.911641,4.0,0.531915,0.149964,0.512794,0.010118,0.591921,0.376316,1
0.424804,3.0,0.638298,0.058394,0.375632,0.003467,0.422915,0.414912,0
0.451573,1.0,0.851064,0.045665,0.719429,0.002995,0.445106,0.709649,1
0.899031,4.0,0.12766,0.050709,0.27834,0.003278,0.387882,0.669737,0
0.434671,1.0,0.574468,0.045785,0.253347,0.003467,0.422915,0.414912,0
0.031016,7.0,0.446809,0.077489,0.296935,0.003467,0.422915,0.414912,1
0.469139,2.0,0.319149,0.049297,0.470098,0.003265,0.495857,0.432456,1
0.433875,4.0,0.276596,0.047136,0.465784,0.003467,0.422915,0.414912,0
0.443255,1.0,0.12766,0.040501,0.138054,0.002707,0.230192,0.562281,0
0.867174,3.0,0.744681,0.034736,0.394079,0.002391,0.30347,0.353947,0
0.908057,6.0,0.212766,0.076378,0.328622,0.005044,0.350337,0.579386,1
0.876598,5.0,0.617021,0.030683,0.589557,0.00204,0.605127,0.514912,1
0.898987,3.0,0.425532,0.096223,0.626748,0.0064,0.676075,0.437281,1
0.429362,2.0,0.042553,0.056593,0.228206,0.003467,0.422915,0.414912,0
0.872484,5.0,0.404255,0.040741,0.695626,0.002653,0.757897,0.299123,0
0.894208,6.0,0.191489,0.051099,0.293068,0.00327,0.406784,0.765789,0
0.871953,7.0,0.404255,0.031344,0.494496,0.002011,0.359399,0.800877,1
0.474404,2.0,0.191489,0.024919,0.094912,0.001674,0.084153,0.683772,0
0.894297,1.0,0.319149,0.030443,0.319548,0.001859,0.242103,0.88114,0
0.442503,5.0,0.191489,0.030954,0.141625,0.002029,0.211031,0.500526,0
0.009026,4.0,0.914894,0.042032,0.58911,0.003467,0.422915,0.414912,0
0.455467,6.0,0.234043,0.031764,0.342309,0.002164,0.314604,0.728947,0
0.439051,3.0,0.914894,0.051489,0.365516,0.003467,0.422915,0.414912,0
0.027388,2.0,0.744681,0.074817,0.474264,0.003467,0.422915,0.414912,0
0.911641,4.0,0.212766,0.044884,0.306308,0.00291,0.363283,0.770175,0
0.474315,7.0,0.255319,0.024739,0.127343,0.001645,0.088555,0.787719,0
0.473342,6.0,0.319149,0.045094,0.531092,0.003108,0.5,0.060088,1
0.903588,3.0,0.617021,0.126786,0.547456,0.008247,0.46116,0.639035,1
0.425601,7.0,0.893617,0.066741,0.279084,0.003467,0.422915,0.414912,1
0.004336,3.0,0.234043,0.076798,0.25305,0.003467,0.422915,0.414912,1
0.009159,7.0,0.042553,0.061517,0.360161,0.003467,0.422915,0.414912,0
0.001018,4.0,0.787234,0.044134,0.663642,0.003467,0.422915,0.414912,0
0.898943,2.0,0.574468,0.089528,0.531836,0.005945,0.592698,0.469298,1
0.433521,3.0,0.638298,0.068242,0.512199,0.003467,0.422915,0.414912,1
0.000265,1.0,0.170213,0.046806,0.10235,0.003467,0.422915,0.414912,0
0.004248,1.0,0.212766,0.043533,0.17465,0.003467,0.422915,0.414912,0
0.425247,6.0,0.191489,0.073256,0.112467,0.003467,0.422915,0.414912,1
0.018318,6.0,0.574468,0.048697,0.316424,0.003467,0.422915,0.414912,0
0.429494,5.0,0.361702,0.087907,0.602946,0.003467,0.422915,0.414912,1
0.911641,4.0,0.12766,0.034016,0.156352,0.002198,0.255567,0.748684,0
0.434229,5.0,0.0,0.05236,0.365963,0.003467,0.422915,0.414912,0
0.465599,5.0,0.0,0.029212,0.377417,0.001992,0.282237,0.571491,0
0.464758,7.0,0.680851,0.027291,0.33368,0.00183,0.228379,0.635526,0
0.912305,5.0,0.297872,0.050078,0.496578,0.003481,0.574573,0.271053,0
0.469935,6.0,0.0,0.032905,0.404493,0.002246,0.344122,0.509649,0
0.460466,1.0,0.425532,0.02624,0.372508,0.001757,0.270067,0.769737,1
0.889518,5.0,0.574468,0.030113,0.529753,0.002131,0.611859,0.211842,0
0.876952,6.0,0.595745,0.034826,0.532282,0.002435,0.525634,0.313596,1
0.022167,2.0,0.255319,0.057644,0.264207,0.003467,0.422915,0.414912,0
0.885138,3.0,0.297872,0.031734,0.51324,0.002167,0.494303,0.350877,0
0.898013,2.0,0.0,0.045124,0.445701,0.002966,0.421284,0.627193,0
0.455998,4.0,0.702128,0.033566,0.535109,0.002264,0.531849,0.430263,0
0.456307,4.0,0.042553,0.034616,0.5,0.002285,0.500777,0.619298,0
0.021857,2.0,0.446809,0.107151,0.515472,0.003467,0.422915,0.414912,1
0.889253,6.0,0.744681,0.028972,0.659923,0.002015,0.60668,0.217544,1
0.89912,6.0,0.680851,0.074246,0.470991,0.004944,0.486794,0.546053,0
0.90288,1.0,0.851064,0.063919,0.400625,0.004184,0.401088,0.64693,1
0.424627,6.0,0.638298,0.074817,0.289348,0.003467,0.422915,0.414912,1
0.460024,5.0,0.212766,0.028732,0.193246,0.001953,0.205334,0.55307,0
0.009646,4.0,1.0,0.045605,0.563523,0.003467,0.422915,0.414912,0
0.876377,7.0,0.702128,0.030413,0.414014,0.001203,0.328586,0.813158,1
0.876466,2.0,0.531915,0.033145,0.590301,0.0021,0.525634,0.722368,1
0.447547,1.0,0.93617,0.041912,0.498066,0.002773,0.327033,0.597807,1
0.880713,1.0,0.744681,0.034826,0.359566,0.002194,0.345417,0.755263,1
0.889474,4.0,0.659574,0.027981,0.537935,0.001996,0.56551,0.292544,0
0.872041,2.0,0.978723,0.035367,0.405832,0.000839,0.351631,0.754386,1
0.876067,7.0,0.212766,0.023868,0.158881,0.000864,0.220093,0.812719,0
0.867926,6.0,0.553191,0.033535,0.760934,0.00209,0.554376,0.74693,1
0.000796,6.0,0.553191,0.090939,0.335168,0.003467,0.422915,0.414912,0
0.004159,6.0,0.085106,0.043983,0.303184,0.003467,0.422915,0.414912,0
0.008584,1.0,0.319149,0.074817,0.565308,0.003467,0.422915,0.414912,1
0.89912,6.0,0.659574,0.061757,0.459536,0.00413,0.487571,0.537719,0
0.437812,3.0,0.234043,0.048817,0.209908,0.003467,0.422915,0.414912,1
0.876421,1.0,0.170213,0.018014,0.098036,0.000821,0.161056,0.863596,0
0.473298,5.0,0.276596,0.02621,0.453139,0.001739,0.54376,0.39386,0
0.894297,1.0,0.425532,0.075297,0.564862,0.002619,0.356033,0.67807,1
0.446839,6.0,0.489362,0.043653,0.56025,0.002993,0.510616,0.538596,1
0.026636,6.0,0.93617,0.071815,0.307498,0.003467,0.422915,0.414912,1
0.867926,6.0,0.06383,0.027021,0.235049,0.00085,0.341015,0.727193,0
0.02199,5.0,0.042553,0.048487,0.381137,0.003467,0.422915,0.414912,0
0.451661,3.0,0.12766,0.033566,0.331895,0.002227,0.358105,0.820614,0
0.876997,7.0,0.382979,0.03945,0.44213,0.00263,0.332211,0.492982,1
0.890093,4.0,0.404255,0.05269,0.758108,0.003691,0.769032,0.229825,0
0.889872,6.0,0.978723,0.133812,0.630616,0.009094,0.529518,0.464035,1
0.867395,1.0,0.765957,0.031914,0.336953,0.002098,0.406007,0.725,1
0.908101,7.0,0.212766,0.043773,0.179857,0.002873,0.221129,0.650877,0
0.88943,3.0,0.638298,0.027201,0.538381,0.001901,0.535474,0.370175,0
0.455998,4.0,0.319149,0.069983,0.67227,0.004823,0.583894,0.442105,1
0.008716,4.0,0.0,0.106131,0.565159,0.003467,0.422915,0.414912,1
0.880625,6.0,0.553191,0.037649,0.291134,0.002306,0.173226,0.90307,0
0.90288,1.0,0.085106,0.043233,0.176138,0.002842,0.330399,0.602193,0
0.902836,7.0,0.808511,0.073826,0.453734,0.004836,0.438633,0.616667,1
0.031061,1.0,0.617021,0.090098,0.517554,0.003467,0.422915,0.414912,1
0.460466,1.0,0.531915,0.024078,0.291729,0.00161,0.278094,0.770614,0
0.027432,3.0,0.042553,0.049388,0.24457,0.003467,0.422915,0.414912,0
0.013406,6.0,0.808511,0.10508,0.615591,0.003467,0.422915,0.414912,1
0.026636,6.0,0.851064,0.050498,0.300506,0.003467,0.422915,0.414912,0
0.000398,4.0,0.914894,0.107752,0.430527,0.003467,0.422915,0.414912,0
0.429052,2.0,0.723404,0.067551,0.450759,0.003467,0.422915,0.414912,0
0.889164,4.0,0.702128,0.03957,0.659774,0.002721,0.563698,0.436842,1
0.868059,2.0,0.042553,0.027951,0.129723,0.000837,0.271103,0.726754,0
0.455511,7.0,0.106383,0.038369,0.363434,0.002468,0.365873,0.614912,0
0.424583,5.0,0.382979,0.082713,0.41446,0.003467,0.422915,0.414912,1
0.438211,5.0,0.574468,0.06557,0.473371,0.003467,0.422915,0.414912,0
