x0,x1,x2,x3,x4,x5,x6,y
15.0,1321.0,243.0,258.0,5.0,860.0,80.0,1
4.0,1055.0,96.0,154.0,6.0,985.0,358.0,0
5.0,1625.0,45.0,16.0,4.0,360.0,120.0,0
13.0,283.0,79.0,111.0,3.0,1144.0,152.0,0
5.0,1023.0,76.0,16.0,4.0,657.0,105.0,0
1.0,2086.0,183.0,148.0,3.0,1150.0,170.0,1
8.0,1585.0,30.0,16.0,4.0,1060.0,94.0,0
11.0,6308.0,177.0,96.0,3.0,525.0,161.0,0
15.0,1316.0,129.0,198.0,5.0,410.0,65.0,0
5.0,2131.0,159.0,85.0,7.0,1130.0,130.0,1
8.0,649.0,119.0,45.0,5.0,365.0,95.0,0
15.0,59.0,217.0,79.0,1.0,870.0,110.0,0
14.0,1866.0,16.0,60.0,3.0,940.0,76.0,0
1.0,817.0,80.0,44.0,5.0,565.0,205.0,0
1.0,1716.0,217.0,80.0,7.0,585.0,140.0,0
12.0,4628.0,135.0,261.0,4.0,1115.0,194.0,0
4.0,170.0,135.0,253.0,1.0,545.0,255.0,1
12.0,6346.0,248.0,253.0,3.0,811.0,61.0,0
1.0,354.0,208.0,159.0,1.0,1055.0,125.0,1
15.0,2946.0,33.0,129.0,6.0,1065.0,130.0,1
12.0,4831.0,154.0,243.0,3.0,650.0,46.0,0
15.0,2191.0,253.0,243.0,6.0,660.0,85.0,0
15.0,970.0,213.0,216.0,4.0,650.0,165.0,1
15.0,199.0,217.0,262.0,7.0,1190.0,125.0,1
16.0,3023.0,96.0,209.0,4.0,895.0,79.0,0
12.0,6412.0,253.0,93.0,4.0,1360.0,92.0,0
15.0,371.0,61.0,173.0,7.0,1010.0,135.0,1
17.0,2609.0,60.0,33.0,4.0,800.0,90.0,0
0.0,3922.0,85.0,228.0,1.0,945.0,118.0,1
1.0,329.0,208.0,197.0,5.0,910.0,85.0,0
5.0,1831.0,261.0,173.0,6.0,585.0,255.0,0
10.0,3565.0,80.0,184.0,6.0,1285.0,125.0,0
6.0,5044.0,16.0,48.0,7.0,515.0,98.0,0
5.0,2391.0,16.0,277.0,5.0,910.0,92.0,0
9.0,204.0,161.0,128.0,5.0,820.0,32.0,0
7.0,788.0,153.0,79.0,7.0,1099.0,110.0,0
1.0,2066.0,80.0,244.0,3.0,1190.0,65.0,0
4.0,755.0,135.0,16.0,3.0,1150.0,122.0,0
14.0,1159.0,78.0,173.0,6.0,515.0,147.0,0
17.0,7291.0,134.0,159.0,5.0,434.0,75.0,0
12.0,6459.0,80.0,79.0,7.0,1174.0,122.0,0
12.0,6422.0,208.0,69.0,6.0,843.0,82.0,1
1.0,1546.0,264.0,80.0,7.0,1015.0,165.0,0
10.0,4070.0,208.0,43.0,5.0,935.0,95.0,0
6.0,5549.0,16.0,19.0,4.0,1005.0,57.0,1
15.0,807.0,202.0,34.0,3.0,545.0,90.0,0
15.0,647.0,79.0,279.0,1.0,490.0,90.0,1
11.0,6457.0,71.0,184.0,7.0,565.0,88.0,0
1.0,2433.0,80.0,154.0,7.0,800.0,205.0,0
1.0,1973.0,183.0,80.0,4.0,1165.0,195.0,0
6.0,5486.0,16.0,97.0,6.0,897.0,118.0,0
15.0,1228.0,154.0,244.0,3.0,780.0,165.0,1
6.0,5223.0,278.0,16.0,5.0,763.0,76.0,0
10.0,4310.0,60.0,208.0,5.0,670.0,125.0,0
10.0,2824.0,80.0,288.0,7.0,1200.0,105.0,0
5.0,1615.0,16.0,153.0,7.0,645.0,284.0,0
15.0,1163.0,264.0,153.0,5.0,520.0,70.0,1
5.0,566.0,16.0,209.0,7.0,748.0,95.0,0
15.0,1370.0,184.0,172.0,5.0,690.0,95.0,0
12.0,4745.0,261.0,207.0,6.0,672.0,107.0,0
10.0,4469.0,148.0,78.0,3.0,625.0,80.0,0
15.0,3415.0,268.0,35.0,1.0,1080.0,155.0,1
3.0,219.0,148.0,60.0,4.0,490.0,121.0,0
15.0,1783.0,147.0,33.0,5.0,1130.0,95.0,0
15.0,169.0,205.0,175.0,3.0,1110.0,85.0,1
15.0,3833.0,75.0,279.0,4.0,965.0,55.0,1
15.0,590.0,154.0,153.0,5.0,620.0,60.0,1
15.0,1500.0,216.0,173.0,3.0,560.0,160.0,1
8.0,991.0,221.0,16.0,5.0,1177.0,118.0,0
0.0,3824.0,221.0,197.0,3.0,1016.0,144.0,1
11.0,6327.0,71.0,119.0,7.0,565.0,74.0,0
5.0,1477.0,208.0,16.0,7.0,420.0,125.0,0
5.0,1453.0,197.0,252.0,7.0,585.0,223.0,0
11.0,6589.0,197.0,198.0,1.0,865.0,169.0,0
16.0,2076.0,96.0,139.0,4.0,1200.0,142.0,1
6.0,5185.0,16.0,251.0,1.0,801.0,78.0,1
12.0,6502.0,208.0,80.0,6.0,750.0,154.0,1
15.0,2793.0,277.0,175.0,4.0,1125.0,165.0,1
11.0,6483.0,85.0,174.0,5.0,1040.0,81.0,1
2.0,511.0,264.0,252.0,5.0,1080.0,170.0,0
5.0,1780.0,16.0,76.0,3.0,1155.0,99.0,0
4.0,427.0,243.0,96.0,7.0,790.0,307.0,1
5.0,314.0,183.0,16.0,5.0,678.0,117.0,0
15.0,2282.0,262.0,252.0,6.0,685.0,115.0,1
3.0,1211.0,35.0,43.0,6.0,520.0,93.0,1
0.0,3932.0,71.0,247.0,4.0,560.0,56.0,0
12.0,6410.0,253.0,44.0,5.0,966.0,67.0,1
8.0,421.0,223.0,16.0,1.0,1090.0,70.0,1
5.0,8.0,135.0,16.0,6.0,961.0,132.0,0
5.0,2102.0,153.0,16.0,6.0,1410.0,225.0,0
15.0,3773.0,147.0,45.0,3.0,1090.0,110.0,1
1.0,2227.0,148.0,153.0,4.0,1165.0,360.0,1
13.0,307.0,45.0,154.0,4.0,1009.0,354.0,0
16.0,2009.0,41.0,135.0,1.0,430.0,70.0,0
7.0,510.0,79.0,159.0,3.0,645.0,221.0,1
15.0,2992.0,205.0,268.0,1.0,750.0,70.0,1
16.0,2905.0,58.0,197.0,1.0,740.0,123.0,0
8.0,887.0,45.0,184.0,3.0,440.0,125.0,0
16.0,2987.0,42.0,58.0,5.0,1080.0,95.0,1
8.0,59.0,16.0,154.0,3.0,676.0,320.0,0
15.0,123.0,153.0,262.0,7.0,515.0,90.0,1
10.0,3934.0,208.0,107.0,5.0,1240.0,100.0,0
5.0,1696.0,16.0,22.0,7.0,577.0,150.0,0
16.0,5897.0,228.0,208.0,6.0,742.0,173.0,1
14.0,1567.0,60.0,198.0,3.0,565.0,123.0,0
4.0,551.0,233.0,135.0,1.0,1035.0,187.0,0
12.0,7773.0,255.0,261.0,5.0,893.0,77.0,0
4.0,1077.0,216.0,135.0,5.0,1059.0,221.0,1
2.0,742.0,252.0,16.0,3.0,560.0,289.0,1
5.0,26.0,85.0,16.0,3.0,990.0,134.0,1
10.0,3851.0,208.0,16.0,3.0,635.0,120.0,1
11.0,6540.0,204.0,177.0,5.0,1014.0,88.0,1
17.0,2942.0,60.0,234.0,6.0,865.0,63.0,1
15.0,225.0,184.0,45.0,3.0,1015.0,115.0,0
12.0,6370.0,253.0,232.0,4.0,1265.0,91.0,0
15.0,1414.0,131.0,244.0,4.0,420.0,55.0,1
16.0,2277.0,135.0,38.0,7.0,715.0,63.0,1
16.0,2212.0,135.0,41.0,7.0,1100.0,61.0,0
9.0,148.0,128.0,150.0,7.0,776.0,43.0,0
14.0,2024.0,78.0,35.0,4.0,510.0,82.0,0
17.0,1048.0,128.0,143.0,3.0,510.0,49.0,0
15.0,520.0,173.0,233.0,7.0,745.0,95.0,0
15.0,500.0,129.0,198.0,3.0,855.0,60.0,1
15.0,9.0,268.0,45.0,5.0,835.0,115.0,1
1.0,1839.0,204.0,80.0,3.0,360.0,60.0,0
13.0,643.0,208.0,214.0,3.0,909.0,280.0,1
15.0,148.0,129.0,131.0,6.0,500.0,60.0,0
5.0,1970.0,16.0,43.0,4.0,815.0,122.0,0
17.0,1053.0,203.0,161.0,3.0,715.0,45.0,0
16.0,2665.0,85.0,96.0,7.0,1190.0,109.0,1
4.0,1703.0,154.0,96.0,5.0,515.0,318.0,1
5.0,1632.0,198.0,261.0,3.0,1100.0,219.0,0
2.0,517.0,264.0,252.0,1.0,480.0,173.0,0
8.0,1423.0,277.0,139.0,6.0,845.0,136.0,0
12.0,6326.0,253.0,24.0,1.0,1095.0,67.0,0
5.0,2168.0,197.0,22.0,6.0,1150.0,157.0,1
10.0,2907.0,80.0,71.0,3.0,885.0,130.0,0
1.0,1578.0,178.0,80.0,3.0,715.0,100.0,0
12.0,7035.0,154.0,214.0,1.0,760.0,141.0,0
12.0,6667.0,179.0,253.0,3.0,439.0,105.0,0
3.0,336.0,173.0,134.0,4.0,465.0,120.0,0
5.0,1320.0,16.0,60.0,5.0,1140.0,81.0,1
15.0,378.0,244.0,75.0,5.0,1025.0,55.0,1
1.0,21.0,148.0,154.0,6.0,1150.0,385.0,0
1.0,501.0,80.0,217.0,7.0,595.0,160.0,0
8.0,1079.0,130.0,173.0,4.0,837.0,170.0,0
8.0,795.0,16.0,268.0,3.0,530.0,103.0,1
1.0,1260.0,183.0,159.0,5.0,1335.0,160.0,0
13.0,607.0,78.0,208.0,1.0,515.0,129.0,0
8.0,1400.0,238.0,173.0,4.0,792.0,173.0,0
5.0,2941.0,16.0,244.0,6.0,825.0,160.0,0
0.0,4049.0,16.0,121.0,7.0,1235.0,65.0,1
5.0,1765.0,148.0,253.0,1.0,615.0,387.0,0
13.0,220.0,253.0,134.0,1.0,980.0,303.0,0
14.0,119.0,150.0,217.0,6.0,1425.0,349.0,0
14.0,1020.0,216.0,173.0,7.0,606.0,167.0,0
12.0,6234.0,154.0,80.0,4.0,464.0,177.0,0
15.0,32.0,129.0,75.0,7.0,840.0,55.0,0
16.0,5898.0,208.0,237.0,5.0,874.0,95.0,0
5.0,1138.0,268.0,16.0,4.0,1135.0,99.0,1
0.0,3832.0,177.0,60.0,1.0,870.0,101.0,1
5.0,1848.0,85.0,159.0,4.0,445.0,121.0,1
8.0,1453.0,213.0,130.0,5.0,767.0,163.0,0
14.0,951.0,78.0,173.0,4.0,719.0,139.0,0
5.0,1608.0,172.0,197.0,6.0,875.0,89.0,0
0.0,3850.0,85.0,221.0,3.0,445.0,68.0,0
1.0,1557.0,35.0,208.0,5.0,755.0,170.0,0
10.0,3958.0,208.0,238.0,6.0,810.0,100.0,0
10.0,2975.0,80.0,1.0,5.0,975.0,50.0,0
14.0,1781.0,60.0,198.0,3.0,1105.0,133.0,0
15.0,760.0,228.0,175.0,1.0,390.0,165.0,1
12.0,4687.0,137.0,261.0,5.0,410.0,56.0,0
3.0,73.0,148.0,213.0,5.0,830.0,180.0,1
4.0,390.0,261.0,135.0,4.0,756.0,180.0,1
5.0,2280.0,268.0,16.0,6.0,360.0,110.0,0
16.0,2669.0,96.0,172.0,5.0,1215.0,201.0,0
12.0,7052.0,79.0,34.0,3.0,502.0,128.0,0
15.0,1046.0,258.0,18.0,4.0,600.0,200.0,0
15.0,1474.0,2.0,217.0,4.0,1245.0,75.0,0
17.0,2636.0,60.0,74.0,4.0,881.0,93.0,1
15.0,1525.0,44.0,202.0,3.0,850.0,70.0,1
14.0,1525.0,104.0,60.0,4.0,390.0,115.0,0
2.0,114.0,14.0,252.0,7.0,150.0,200.0,0
5.0,1738.0,267.0,16.0,1.0,953.0,98.0,0
10.0,2715.0,80.0,158.0,3.0,630.0,75.0,0
1.0,2060.0,252.0,208.0,3.0,360.0,245.0,1
16.0,2238.0,121.0,96.0,4.0,660.0,108.0,0
12.0,6742.0,79.0,58.0,1.0,606.0,172.0,0
6.0,5480.0,16.0,169.0,3.0,1237.0,81.0,1
16.0,2024.0,135.0,41.0,3.0,1285.0,59.0,0
13.0,626.0,208.0,216.0,1.0,1086.0,129.0,1
17.0,2827.0,217.0,280.0,6.0,1085.0,46.0,0
8.0,786.0,159.0,215.0,3.0,1181.0,82.0,0
1.0,1973.0,183.0,80.0,3.0,1165.0,195.0,1
3.0,521.0,96.0,173.0,5.0,420.0,170.0,0
15.0,170.0,153.0,217.0,3.0,875.0,70.0,1
3.0,1292.0,221.0,35.0,3.0,565.0,93.0,0
12.0,6529.0,208.0,195.0,3.0,825.0,47.0,0
5.0,2117.0,61.0,16.0,1.0,1020.0,101.0,0
10.0,2742.0,290.0,80.0,7.0,595.0,75.0,0
12.0,6647.0,79.0,135.0,5.0,506.0,143.0,0
12.0,6812.0,265.0,208.0,1.0,568.0,58.0,1
3.0,382.0,104.0,159.0,3.0,1220.0,161.0,1
10.0,3067.0,154.0,194.0,4.0,605.0,65.0,0
10.0,3799.0,2.0,208.0,5.0,475.0,160.0,0
12.0,6423.0,252.0,214.0,4.0,1240.0,46.0,1
15.0,3312.0,172.0,184.0,4.0,575.0,85.0,0
15.0,2265.0,111.0,34.0,3.0,710.0,60.0,0
7.0,551.0,79.0,243.0,5.0,1088.0,141.0,1
10.0,3764.0,208.0,216.0,4.0,730.0,120.0,1
10.0,4263.0,285.0,208.0,3.0,1185.0,115.0,0
8.0,100.0,80.0,16.0,4.0,390.0,125.0,1
15.0,1663.0,277.0,216.0,3.0,445.0,150.0,1
8.0,551.0,43.0,16.0,4.0,1079.0,139.0,0
15.0,3307.0,175.0,243.0,7.0,530.0,275.0,1
15.0,990.0,216.0,175.0,5.0,1185.0,160.0,0
4.0,363.0,217.0,58.0,7.0,485.0,223.0,0
1.0,1990.0,183.0,173.0,3.0,965.0,60.0,0
16.0,2174.0,135.0,223.0,1.0,785.0,86.0,0
3.0,279.0,153.0,160.0,5.0,500.0,65.0,0
11.0,6530.0,197.0,76.0,6.0,1155.0,117.0,0
14.0,1190.0,198.0,60.0,4.0,775.0,106.0,0
2.0,124.0,98.0,252.0,6.0,525.0,225.0,0
5.0,2055.0,261.0,16.0,3.0,50.0,210.0,0
2.0,101.0,252.0,14.0,7.0,930.0,220.0,0
10.0,4248.0,84.0,208.0,3.0,1120.0,90.0,1
10.0,3453.0,80.0,184.0,7.0,560.0,135.0,1
5.0,348.0,172.0,16.0,5.0,668.0,122.0,0
12.0,6973.0,252.0,154.0,1.0,669.0,149.0,1
14.0,1786.0,183.0,60.0,7.0,1155.0,125.0,1
10.0,4202.0,208.0,0.0,4.0,1205.0,110.0,0
2.0,510.0,252.0,264.0,4.0,630.0,163.0,0
2.0,317.0,227.0,253.0,7.0,1050.0,91.0,1
16.0,2236.0,197.0,96.0,3.0,854.0,165.0,0
15.0,587.0,153.0,79.0,3.0,910.0,110.0,1
15.0,35.0,162.0,75.0,7.0,805.0,65.0,0
9.0,194.0,128.0,203.0,7.0,1075.0,37.0,0
14.0,1526.0,60.0,273.0,4.0,564.0,104.0,0
13.0,890.0,154.0,148.0,7.0,830.0,323.0,0
8.0,553.0,43.0,16.0,5.0,772.0,137.0,1
3.0,359.0,148.0,44.0,4.0,1110.0,380.0,0
3.0,1133.0,273.0,148.0,4.0,360.0,85.0,0
13.0,559.0,159.0,208.0,5.0,751.0,158.0,0
12.0,6992.0,154.0,57.0,1.0,483.0,43.0,0
3.0,1240.0,60.0,35.0,1.0,420.0,123.0,0
10.0,2700.0,239.0,80.0,4.0,855.0,85.0,0
1.0,7.0,80.0,203.0,7.0,690.0,510.0,0
15.0,783.0,264.0,217.0,7.0,1045.0,75.0,1
1.0,1071.0,177.0,80.0,7.0,895.0,100.0,0
15.0,878.0,175.0,244.0,3.0,1090.0,185.0,1
15.0,1499.0,268.0,279.0,1.0,635.0,80.0,0
5.0,1824.0,16.0,45.0,4.0,895.0,107.0,0
12.0,4756.0,172.0,261.0,5.0,370.0,162.0,0
3.0,116.0,104.0,148.0,4.0,1040.0,175.0,1
10.0,4162.0,208.0,234.0,1.0,780.0,115.0,0
14.0,1550.0,217.0,60.0,7.0,950.0,225.0,0
15.0,1060.0,214.0,202.0,1.0,1075.0,105.0,0
4.0,638.0,96.0,183.0,7.0,1227.0,194.0,1
8.0,495.0,45.0,60.0,3.0,515.0,85.0,1
13.0,477.0,134.0,198.0,1.0,1007.0,171.0,1
12.0,6996.0,71.0,79.0,3.0,986.0,194.0,0
8.0,140.0,16.0,85.0,4.0,535.0,118.0,1
1.0,2442.0,154.0,80.0,3.0,705.0,190.0,1
9.0,107.0,150.0,128.0,3.0,373.0,42.0,0
15.0,2371.0,104.0,45.0,5.0,1060.0,150.0,0
5.0,1979.0,27.0,16.0,3.0,405.0,69.0,0
4.0,1496.0,153.0,135.0,7.0,60.0,160.0,0
14.0,1027.0,173.0,216.0,5.0,835.0,145.0,1
5.0,1946.0,104.0,197.0,3.0,803.0,246.0,0
13.0,14.0,253.0,148.0,1.0,970.0,331.0,1
5.0,1773.0,16.0,183.0,3.0,965.0,115.0,0
17.0,1026.0,128.0,150.0,5.0,785.0,40.0,0
5.0,2810.0,104.0,177.0,4.0,998.0,162.0,0
15.0,3768.0,217.0,207.0,4.0,460.0,70.0,0
10.0,3282.0,80.0,146.0,6.0,760.0,80.0,0
8.0,707.0,16.0,76.0,6.0,1335.0,95.0,0
17.0,7252.0,17.0,208.0,4.0,686.0,59.0,0
16.0,2493.0,135.0,136.0,3.0,1285.0,96.0,0
15.0,826.0,214.0,34.0,5.0,960.0,65.0,0
17.0,7240.0,208.0,233.0,3.0,1014.0,115.0,1
7.0,783.0,79.0,153.0,1.0,595.0,113.0,0
12.0,4439.0,197.0,192.0,7.0,1035.0,91.0,1
1.0,555.0,61.0,80.0,4.0,420.0,180.0,1
16.0,2145.0,205.0,135.0,7.0,840.0,139.0,0
16.0,5995.0,29.0,208.0,4.0,879.0,124.0,0
9.0,196.0,128.0,203.0,4.0,1135.0,37.0,0
11.0,6683.0,85.0,76.0,5.0,1175.0,68.0,0
10.0,3720.0,208.0,16.0,3.0,1265.0,120.0,1
15.0,3320.0,253.0,153.0,1.0,560.0,95.0,1
5.0,2628.0,208.0,177.0,5.0,1010.0,110.0,0
8.0,80.0,104.0,16.0,1.0,688.0,117.0,0
7.0,727.0,78.0,79.0,5.0,825.0,237.0,1
13.0,785.0,35.0,79.0,5.0,607.0,287.0,0
16.0,2820.0,131.0,135.0,7.0,780.0,74.0,0
10.0,3631.0,183.0,33.0,3.0,745.0,150.0,0
10.0,4614.0,85.0,159.0,1.0,720.0,105.0,0
15.0,1228.0,202.0,154.0,3.0,680.0,70.0,1
1.0,1610.0,268.0,208.0,1.0,525.0,75.0,0
2.0,98.0,14.0,252.0,3.0,1025.0,205.0,1
17.0,1024.0,150.0,128.0,1.0,609.0,40.0,0
5.0,1596.0,85.0,172.0,7.0,1060.0,125.0,1
15.0,529.0,243.0,202.0,1.0,675.0,85.0,1
5.0,1062.0,173.0,154.0,7.0,1090.0,346.0,1
2.0,581.0,264.0,214.0,1.0,405.0,157.0,0
1.0,2223.0,159.0,268.0,1.0,990.0,170.0,0
16.0,2203.0,279.0,135.0,7.0,650.0,87.0,0
14.0,1419.0,216.0,154.0,5.0,580.0,370.0,1
1.0,865.0,18.0,80.0,3.0,655.0,65.0,0
15.0,894.0,209.0,45.0,5.0,845.0,55.0,0
12.0,6698.0,214.0,79.0,1.0,477.0,145.0,0
13.0,386.0,79.0,35.0,4.0,751.0,226.0,0
16.0,2485.0,209.0,135.0,6.0,360.0,199.0,0
5.0,1070.0,16.0,147.0,3.0,1371.0,68.0,1
15.0,2953.0,252.0,258.0,6.0,990.0,125.0,0
15.0,2220.0,277.0,175.0,6.0,1075.0,165.0,0
12.0,6700.0,79.0,164.0,4.0,614.0,80.0,1
12.0,6977.0,33.0,208.0,5.0,880.0,105.0,0
13.0,502.0,208.0,159.0,7.0,1085.0,135.0,1
10.0,3739.0,208.0,96.0,6.0,680.0,130.0,1
4.0,752.0,135.0,261.0,4.0,1300.0,196.0,0
5.0,2038.0,16.0,78.0,7.0,920.0,103.0,1
5.0,2344.0,153.0,71.0,4.0,10.0,215.0,0
16.0,3004.0,135.0,184.0,3.0,775.0,153.0,0
3.0,505.0,96.0,104.0,6.0,795.0,176.0,1
3.0,474.0,154.0,35.0,4.0,781.0,316.0,0
1.0,1121.0,80.0,243.0,3.0,1120.0,195.0,1
16.0,2730.0,135.0,217.0,5.0,455.0,175.0,0
10.0,3542.0,58.0,80.0,4.0,400.0,185.0,0
14.0,1029.0,60.0,183.0,1.0,865.0,120.0,0
0.0,4342.0,277.0,233.0,4.0,1005.0,110.0,0
1.0,1822.0,80.0,76.0,1.0,875.0,130.0,1
4.0,619.0,277.0,96.0,5.0,655.0,162.0,1
16.0,2102.0,156.0,135.0,3.0,420.0,44.0,0
8.0,224.0,184.0,153.0,6.0,465.0,245.0,0
6.0,7079.0,85.0,134.0,6.0,864.0,90.0,1
14.0,1458.0,60.0,148.0,4.0,1329.0,114.0,0
15.0,1846.0,207.0,79.0,7.0,915.0,130.0,0
0.0,3895.0,247.0,85.0,4.0,930.0,63.0,0
10.0,2860.0,288.0,80.0,4.0,945.0,135.0,0
6.0,7302.0,132.0,177.0,5.0,1020.0,62.0,1
13.0,261.0,253.0,154.0,5.0,364.0,95.0,0
10.0,4634.0,159.0,233.0,3.0,960.0,110.0,0
8.0,1216.0,267.0,175.0,5.0,1163.0,166.0,0
17.0,1012.0,128.0,203.0,7.0,655.0,35.0,0
7.0,510.0,243.0,79.0,6.0,390.0,143.0,0
10.0,3767.0,261.0,208.0,6.0,955.0,200.0,1
17.0,7267.0,228.0,208.0,7.0,418.0,165.0,0
16.0,2715.0,135.0,47.0,4.0,820.0,131.0,0
12.0,3071.0,184.0,205.0,7.0,540.0,84.0,1
1.0,2034.0,217.0,80.0,1.0,1050.0,130.0,0
15.0,1568.0,268.0,45.0,3.0,995.0,115.0,0
5.0,141.0,148.0,183.0,4.0,898.0,199.0,0
13.0,576.0,252.0,79.0,6.0,335.0,157.0,0
16.0,2811.0,135.0,190.0,5.0,785.0,75.0,0
13.0,300.0,236.0,79.0,4.0,448.0,140.0,0
13.0,18.0,79.0,45.0,4.0,626.0,202.0,0
12.0,4839.0,261.0,2.0,7.0,510.0,104.0,1
1.0,1273.0,80.0,236.0,7.0,565.0,220.0,1
