x0,x1,x2,x3,x4,x5,x6,y
5.0,1276,197.0,16.0,3,320,158,0
12.0,4651,99.0,197.0,3,320,62,1
4.0,1585,178.0,135.0,3,325,64,0
4.0,222,198.0,135.0,3,325,70,0
6.0,4966,288.0,16.0,3,325,69,0
14.0,1521,45.0,60.0,3,325,83,0
16.0,2827,170.0,135.0,3,325,85,0
12.0,4719,168.0,261.0,3,328,87,1
0.0,3702,240.0,197.0,3,330,50,0
0.0,3775,12.0,85.0,3,330,120,1
0.0,3886,84.0,16.0,3,330,135,1
1.0,1711,35.0,183.0,3,330,210,0
4.0,611,96.0,135.0,3,330,233,0
5.0,1143,54.0,16.0,3,330,72,0
5.0,1511,195.0,85.0,3,330,80,0
5.0,1518,173.0,16.0,3,330,84,0
5.0,1698,147.0,16.0,3,330,80,0
5.0,1842,244.0,16.0,3,330,142,0
5.0,1972,277.0,16.0,3,330,85,0
5.0,2054,223.0,16.0,3,330,75,0
5.0,2112,27.0,16.0,3,330,58,0
5.0,2306,162.0,16.0,3,330,97,0
5.0,2711,245.0,16.0,3,330,65,0
5.0,2995,33.0,16.0,3,330,67,0
6.0,4940,205.0,16.0,3,330,147,0
6.0,5014,136.0,16.0,3,330,132,0
6.0,5044,87.0,16.0,3,330,68,0
6.0,5117,81.0,16.0,3,330,70,0
6.0,5393,180.0,16.0,3,330,57,0
6.0,5532,47.0,16.0,3,330,64,1
6.0,7108,229.0,134.0,3,330,114,0
12.0,6917,6.0,262.0,3,330,65,0
12.0,7781,89.0,261.0,3,330,70,0
14.0,1289,35.0,216.0,3,330,84,0
14.0,1420,216.0,60.0,3,330,102,0
14.0,1732,16.0,60.0,3,330,68,1
14.0,347,214.0,217.0,3,330,148,0
14.0,913,234.0,60.0,3,330,72,0
16.0,2263,41.0,135.0,3,330,72,1
16.0,3024,131.0,135.0,3,330,70,0
17.0,2605,200.0,60.0,3,330,62,0
9.0,103,128.0,161.0,3,331,35,0
13.0,576,252.0,79.0,3,331,159,0
12.0,6644,280.0,79.0,3,333,112,0
17.0,7294,247.0,208.0,3,334,46,0
0.0,3661,48.0,85.0,3,335,76,0
0.0,3725,281.0,85.0,3,335,75,0
0.0,3804,58.0,16.0,3,335,128,0
1.0,674,208.0,183.0,3,335,185,1
3.0,728,37.0,148.0,3,335,231,0
4.0,463,208.0,135.0,3,335,164,1
11.0,6423,76.0,85.0,3,335,75,0
12.0,6698,179.0,214.0,3,335,74,0
16.0,2865,184.0,135.0,3,335,174,0
6.0,7101,42.0,134.0,3,336,110,0
0.0,3998,275.0,16.0,3,338,68,0
0.0,4196,285.0,16.0,3,340,57,0
4.0,214,80.0,135.0,3,340,59,1
5.0,2123,35.0,85.0,3,340,144,0
5.0,2597,234.0,16.0,3,340,109,0
5.0,2626,104.0,16.0,3,340,118,0
5.0,684,18.0,16.0,3,340,134,0
6.0,5583,52.0,16.0,3,340,47,0
10.0,4563,61.0,159.0,3,340,100,0
16.0,2616,165.0,135.0,3,340,66,1
16.0,3006,38.0,135.0,3,340,70,0
16.0,3015,68.0,135.0,3,340,59,1
16.0,5970,152.0,208.0,3,340,71,0
0.0,3659,12.0,16.0,3,345,183,0
0.0,3862,244.0,177.0,3,345,119,1
0.0,3949,228.0,85.0,3,345,135,1
0.0,4143,109.0,85.0,3,345,59,0
1.0,1141,148.0,183.0,3,345,190,0
1.0,1297,80.0,183.0,3,345,160,0
1.0,2320,80.0,208.0,3,345,140,0
4.0,1677,216.0,135.0,3,345,219,0
4.0,1727,45.0,135.0,3,345,208,0
4.0,240,18.0,135.0,3,345,55,0
4.0,278,244.0,135.0,3,345,54,0
4.0,633,159.0,135.0,3,345,235,0
5.0,1095,204.0,16.0,3,345,127,0
5.0,1112,221.0,16.0,3,345,131,1
5.0,1506,154.0,85.0,3,345,270,0
5.0,1580,253.0,85.0,3,345,270,0
5.0,2320,213.0,16.0,3,345,113,0
5.0,2481,209.0,16.0,3,345,120,0
5.0,2710,80.0,16.0,3,345,132,0
5.0,2939,78.0,16.0,3,345,120,1
6.0,5142,10.0,16.0,3,345,119,0
6.0,5218,273.0,16.0,3,345,158,0
6.0,5233,41.0,16.0,3,345,97,0
6.0,5362,256.0,16.0,3,345,123,1
6.0,5501,287.0,16.0,3,345,62,0
11.0,6264,22.0,71.0,3,345,133,0
11.0,6549,178.0,177.0,3,345,118,0
12.0,6407,100.0,253.0,3,345,45,0
12.0,6647,46.0,79.0,3,345,107,0
12.0,6925,217.0,154.0,3,345,85,0
12.0,6964,232.0,214.0,3,345,58,0
14.0,1423,78.0,60.0,3,345,85,0
16.0,2919,158.0,135.0,3,345,58,0
16.0,5951,48.0,208.0,3,345,95,0
12.0,6480,140.0,292.0,3,346,34,0
12.0,6843,86.0,72.0,3,346,32,0
13.0,756,253.0,79.0,3,348,158,0
12.0,3099,205.0,184.0,3,349,81,1
0.0,3718,92.0,85.0,3,350,65,1
3.0,107,43.0,148.0,3,350,83,0
5.0,1248,135.0,16.0,3,350,130,1
5.0,1985,76.0,16.0,3,350,114,0
5.0,2387,184.0,16.0,3,350,129,1
5.0,2405,216.0,85.0,3,350,115,0
5.0,734,172.0,16.0,3,350,129,0
6.0,5165,11.0,16.0,3,350,60,0
8.0,331,216.0,16.0,3,350,145,0
10.0,2734,1.0,80.0,3,350,50,0
10.0,2796,119.0,80.0,3,350,175,0
10.0,3014,100.0,154.0,3,350,65,0
10.0,3332,155.0,80.0,3,350,70,0
10.0,3632,60.0,183.0,3,350,120,1
10.0,3781,162.0,208.0,3,350,105,0
10.0,3842,197.0,208.0,3,350,95,1
10.0,3892,216.0,208.0,3,350,140,0
10.0,4013,157.0,208.0,3,350,95,0
11.0,6498,208.0,16.0,3,350,128,1
11.0,6629,119.0,85.0,3,350,61,0
0.0,4391,171.0,85.0,3,351,59,0
9.0,218,128.0,150.0,3,352,41,0
12.0,6921,191.0,253.0,3,352,38,0
0.0,3935,96.0,85.0,3,355,130,1
0.0,3955,155.0,177.0,3,355,119,0
0.0,4200,285.0,71.0,3,355,64,0
0.0,4274,13.0,177.0,3,355,120,0
3.0,735,148.0,37.0,3,355,215,0
5.0,377,22.0,85.0,3,355,130,0
9.0,202,128.0,143.0,3,355,49,0
10.0,2864,254.0,80.0,3,355,90,0
11.0,6262,205.0,85.0,3,355,137,1
11.0,6414,21.0,85.0,3,355,58,0
12.0,7014,232.0,253.0,3,355,101,0
0.0,3668,285.0,159.0,3,360,131,0
0.0,3724,0.0,85.0,3,360,115,0
0.0,3755,272.0,85.0,3,360,120,0
0.0,3757,25.0,85.0,3,360,103,0
0.0,3795,247.0,71.0,3,360,60,1
0.0,3845,20.0,85.0,3,360,105,0
0.0,3850,106.0,85.0,3,360,48,0
0.0,3871,27.0,85.0,3,360,125,0
0.0,3875,121.0,85.0,3,360,115,0
0.0,3893,109.0,16.0,3,360,115,0
0.0,3923,135.0,177.0,3,360,95,0
0.0,3957,17.0,197.0,3,360,76,1
0.0,3985,84.0,177.0,3,360,100,1
0.0,4008,42.0,148.0,3,360,100,0
0.0,4026,209.0,85.0,3,360,125,1
0.0,4058,152.0,85.0,3,360,50,0
0.0,4239,142.0,85.0,3,360,97,1
0.0,4272,87.0,177.0,3,360,90,0
0.0,4324,78.0,148.0,3,360,82,0
1.0,1056,279.0,80.0,3,360,70,0
1.0,1140,244.0,80.0,3,360,65,0
1.0,1143,277.0,80.0,3,360,170,0
1.0,1215,78.0,80.0,3,360,210,0
1.0,1225,65.0,80.0,3,360,120,0
1.0,1406,205.0,80.0,3,360,125,0
1.0,1584,153.0,80.0,3,360,160,0
1.0,1596,214.0,80.0,3,360,225,0
1.0,1602,91.0,80.0,3,360,100,0
1.0,1615,22.0,80.0,3,360,260,0
1.0,1631,198.0,183.0,3,360,105,0
1.0,1670,18.0,208.0,3,360,165,0
1.0,1755,2.0,80.0,3,360,105,0
1.0,1839,204.0,80.0,3,360,60,0
1.0,1843,35.0,208.0,3,360,175,0
1.0,1878,262.0,80.0,3,360,205,0
1.0,1921,96.0,183.0,3,360,185,0
1.0,1965,268.0,80.0,3,360,115,0
1.0,1994,135.0,183.0,3,360,135,0
1.0,2037,33.0,183.0,3,360,135,1
1.0,2060,252.0,208.0,3,360,245,1
1.0,2103,134.0,183.0,3,360,160,0
1.0,2203,159.0,183.0,3,360,190,1
1.0,2299,85.0,183.0,3,360,190,0
1.0,2301,208.0,80.0,3,360,150,1
1.0,445,78.0,208.0,3,360,125,0
1.0,526,253.0,80.0,3,360,215,0
1.0,528,154.0,183.0,3,360,280,1
1.0,548,154.0,208.0,3,360,240,0
1.0,552,253.0,183.0,3,360,315,1
1.0,654,217.0,80.0,3,360,130,0
1.0,708,18.0,80.0,3,360,60,0
2.0,454,252.0,154.0,3,360,150,0
2.0,55,14.0,98.0,3,360,58,0
2.0,600,252.0,153.0,3,360,143,0
2.0,62,98.0,14.0,3,360,70,0
2.0,81,252.0,14.0,3,360,219,0
3.0,1001,35.0,148.0,3,360,71,1
3.0,1133,273.0,148.0,3,360,85,0
3.0,1224,233.0,35.0,3,360,101,1
3.0,155,148.0,173.0,3,360,168,0
3.0,162,241.0,148.0,3,360,156,0
3.0,1695,35.0,173.0,3,360,192,0
3.0,19,42.0,148.0,3,360,84,0
3.0,247,202.0,160.0,3,360,77,0
3.0,370,104.0,159.0,3,360,159,1
3.0,371,159.0,104.0,3,360,174,0
3.0,442,277.0,35.0,3,360,167,0
3.0,45,238.0,148.0,3,360,83,0
3.0,52,173.0,148.0,3,360,141,0
3.0,68,104.0,148.0,3,360,160,1
3.0,701,148.0,260.0,3,360,218,0
4.0,1045,58.0,135.0,3,360,190,0
4.0,1428,60.0,135.0,3,360,180,0
4.0,1617,172.0,135.0,3,360,118,1
4.0,1810,262.0,135.0,3,360,220,0
4.0,1815,205.0,135.0,3,360,138,1
4.0,308,214.0,135.0,3,360,238,0
4.0,469,253.0,135.0,3,360,225,1
4.0,759,78.0,135.0,3,360,206,0
4.0,89,135.0,96.0,3,360,200,0
5.0,1084,14.0,197.0,3,360,326,0
5.0,1106,252.0,261.0,3,360,120,0
5.0,1157,61.0,16.0,3,360,110,0
5.0,1181,241.0,16.0,3,360,110,0
5.0,1249,229.0,16.0,3,360,192,0
5.0,1297,148.0,16.0,3,360,168,0
5.0,1301,139.0,16.0,3,360,105,0
5.0,1371,35.0,159.0,3,360,68,0
5.0,1401,35.0,16.0,3,360,190,0
5.0,1445,78.0,85.0,3,360,102,0
5.0,1447,159.0,16.0,3,360,167,0
5.0,1504,172.0,85.0,3,360,118,0
5.0,1602,153.0,16.0,3,360,223,0
5.0,1625,45.0,16.0,3,360,120,0
5.0,1767,60.0,85.0,3,360,115,0
5.0,1831,214.0,261.0,3,360,107,1
5.0,1889,71.0,16.0,3,360,103,0
5.0,1949,233.0,16.0,3,360,87,0
5.0,2205,175.0,16.0,3,360,120,0
5.0,2280,268.0,16.0,3,360,110,1
5.0,2437,60.0,16.0,3,360,82,1
5.0,2480,252.0,85.0,3,360,253,0
5.0,2525,35.0,197.0,3,360,210,1
5.0,2530,46.0,197.0,3,360,138,0
5.0,2581,251.0,16.0,3,360,84,0
5.0,2806,253.0,197.0,3,360,222,0
5.0,2816,153.0,85.0,3,360,233,0
5.0,725,253.0,261.0,3,360,113,0
6.0,4942,147.0,78.0,3,360,112,0
6.0,4946,4.0,16.0,3,360,50,0
6.0,4979,278.0,16.0,3,360,67,0
6.0,4998,290.0,16.0,3,360,119,0
6.0,5011,237.0,85.0,3,360,98,0
6.0,5027,187.0,16.0,3,360,130,0
6.0,5079,169.0,16.0,3,360,85,0
6.0,5141,94.0,16.0,3,360,80,0
6.0,5169,130.0,16.0,3,360,151,0
6.0,5265,273.0,85.0,3,360,115,0
6.0,5275,101.0,16.0,3,360,86,0
6.0,5313,95.0,16.0,3,360,98,0
6.0,5316,70.0,16.0,3,360,44,0
6.0,5366,254.0,16.0,3,360,119,0
6.0,5374,48.0,16.0,3,360,109,1
6.0,5387,116.0,16.0,3,360,80,1
6.0,5435,188.0,16.0,3,360,98,1
6.0,5460,190.0,16.0,3,360,77,1
6.0,5479,158.0,16.0,3,360,120,0
6.0,5491,201.0,16.0,3,360,98,0
6.0,5507,53.0,16.0,3,360,102,0
6.0,5564,138.0,16.0,3,360,88,1
6.0,5605,237.0,16.0,3,360,86,0
6.0,7070,237.0,208.0,3,360,116,0
6.0,7075,85.0,134.0,3,360,90,1
6.0,7086,76.0,134.0,3,360,90,0
6.0,7097,61.0,208.0,3,360,82,0
6.0,7100,47.0,208.0,3,360,128,1
6.0,7116,148.0,134.0,3,360,81,0
6.0,7323,32.0,16.0,3,360,115,0
6.0,7378,79.0,71.0,3,360,158,0
7.0,225,175.0,79.0,3,360,157,1
7.0,377,35.0,184.0,3,360,165,1
8.0,143,85.0,16.0,3,360,125,0
8.0,155,139.0,45.0,3,360,105,0
8.0,183,78.0,16.0,3,360,123,0
8.0,200,48.0,16.0,3,360,120,0
8.0,254,106.0,16.0,3,360,134,0
8.0,281,35.0,16.0,3,360,180,0
8.0,359,159.0,16.0,3,360,161,0
8.0,429,223.0,16.0,3,360,69,0
8.0,557,43.0,16.0,3,360,135,0
8.0,630,76.0,45.0,3,360,93,0
8.0,726,80.0,184.0,3,360,135,0
8.0,738,197.0,184.0,3,360,70,0
8.0,84,104.0,16.0,3,360,113,0
8.0,901,215.0,16.0,3,360,123,0
8.0,912,184.0,45.0,3,360,120,1
8.0,942,238.0,45.0,3,360,83,0
8.0,967,7.0,16.0,3,360,135,1
10.0,2731,71.0,80.0,3,360,165,0
10.0,2750,146.0,80.0,3,360,100,1
10.0,2963,56.0,80.0,3,360,140,0
10.0,3256,118.0,80.0,3,360,50,0
10.0,3265,129.0,80.0,3,360,70,0
10.0,3280,68.0,80.0,3,360,80,0
10.0,3325,84.0,80.0,3,360,130,0
10.0,3357,190.0,80.0,3,360,115,0
10.0,3372,41.0,80.0,3,360,90,0
10.0,3450,290.0,80.0,3,360,70,0
10.0,3512,184.0,80.0,3,360,165,0
10.0,3650,285.0,183.0,3,360,135,0
10.0,3736,208.0,96.0,3,360,120,1
10.0,3748,208.0,197.0,3,360,85,0
10.0,3768,96.0,208.0,3,360,165,0
10.0,3807,208.0,16.0,3,360,120,1
10.0,3853,16.0,208.0,3,360,115,0
10.0,3884,58.0,208.0,3,360,85,0
10.0,3908,69.0,208.0,3,360,105,0
10.0,3914,136.0,208.0,3,360,105,0
10.0,3939,33.0,208.0,3,360,105,0
10.0,4067,234.0,208.0,3,360,140,0
10.0,4114,221.0,208.0,3,360,105,1
10.0,4176,61.0,208.0,3,360,80,0
10.0,4223,238.0,208.0,3,360,125,0
10.0,4260,45.0,208.0,3,360,140,0
10.0,4275,195.0,208.0,3,360,55,0
10.0,4382,35.0,148.0,3,360,79,0
10.0,4420,35.0,159.0,3,360,80,0
10.0,4448,78.0,148.0,3,360,70,0
10.0,4581,60.0,159.0,3,360,110,1
10.0,4625,159.0,233.0,3,360,100,0
10.0,4629,233.0,159.0,3,360,95,0
10.0,4650,159.0,16.0,3,360,150,0
10.0,4697,85.0,159.0,3,360,100,0
11.0,6341,234.0,85.0,3,360,125,0
11.0,6357,22.0,78.0,3,360,84,0
11.0,6379,35.0,148.0,3,360,88,0
11.0,6401,133.0,71.0,3,360,53,0
11.0,6560,208.0,148.0,3,360,133,0
11.0,6655,205.0,177.0,3,360,114,0
11.0,6668,54.0,159.0,3,360,118,0
12.0,4611,244.0,261.0,3,360,175,0
12.0,4662,2.0,261.0,3,360,101,0
12.0,4676,33.0,197.0,3,360,144,0
12.0,4765,153.0,154.0,3,360,75,0
12.0,4802,80.0,261.0,3,360,168,1
12.0,4888,65.0,197.0,3,360,135,1
12.0,6245,179.0,253.0,3,360,81,0
12.0,6285,179.0,79.0,3,360,155,1
12.0,6300,100.0,154.0,3,360,59,0
12.0,6330,207.0,253.0,3,360,85,0
12.0,6345,224.0,253.0,3,360,125,0
12.0,6359,34.0,253.0,3,360,112,1
12.0,6399,208.0,172.0,3,360,88,1
12.0,6405,214.0,253.0,3,360,105,0
12.0,6434,248.0,154.0,3,360,62,0
12.0,6471,2.0,154.0,3,360,121,0
12.0,6506,91.0,154.0,3,360,137,0
12.0,6512,57.0,154.0,3,360,40,1
12.0,6586,227.0,79.0,3,360,131,0
12.0,6612,261.0,79.0,3,360,93,0
12.0,6682,246.0,79.0,3,360,142,0
12.0,6684,177.0,208.0,3,360,110,0
12.0,6732,194.0,79.0,3,360,146,0
12.0,6743,17.0,208.0,3,360,55,0
12.0,6766,111.0,253.0,3,360,136,1
12.0,6820,231.0,253.0,3,360,78,0
12.0,6836,212.0,208.0,3,360,78,1
12.0,6893,6.0,253.0,3,360,82,1
12.0,6918,63.0,208.0,3,360,82,0
12.0,6930,208.0,285.0,3,360,87,1
12.0,6936,265.0,208.0,3,360,60,0
12.0,6948,65.0,208.0,3,360,146,0
12.0,6949,93.0,79.0,3,360,155,0
12.0,6975,80.0,208.0,3,360,139,0
12.0,6997,184.0,208.0,3,360,44,1
12.0,7006,93.0,214.0,3,360,41,0
12.0,7008,55.0,253.0,3,360,65,0
12.0,7049,252.0,214.0,3,360,48,0
12.0,7763,220.0,261.0,3,360,48,0
12.0,7768,255.0,261.0,3,360,73,1
12.0,7799,64.0,261.0,3,360,89,0
13.0,189,45.0,208.0,3,360,135,0
13.0,18,154.0,79.0,3,360,146,0
13.0,201,35.0,134.0,3,360,103,0
13.0,203,35.0,208.0,3,360,171,0
13.0,226,253.0,35.0,3,360,342,0
13.0,234,205.0,208.0,3,360,96,1
13.0,257,147.0,208.0,3,360,156,0
13.0,303,148.0,253.0,3,360,404,0
13.0,32,214.0,79.0,3,360,146,0
13.0,337,216.0,208.0,3,360,137,0
13.0,376,208.0,216.0,3,360,125,0
13.0,410,262.0,79.0,3,360,144,0
13.0,468,252.0,253.0,3,360,130,0
13.0,475,60.0,208.0,3,360,133,1
13.0,494,84.0,208.0,3,360,80,0
13.0,506,253.0,217.0,3,360,120,0
13.0,510,153.0,253.0,3,360,95,0
13.0,520,197.0,208.0,3,360,84,0
13.0,532,79.0,208.0,3,360,141,0
13.0,650,22.0,134.0,3,360,94,0
13.0,668,208.0,159.0,3,360,127,1
13.0,669,159.0,208.0,3,360,150,0
13.0,705,134.0,208.0,3,360,131,0
13.0,707,208.0,79.0,3,360,160,0
13.0,736,253.0,153.0,3,360,98,0
13.0,740,202.0,79.0,3,360,146,0
13.0,90,154.0,253.0,3,360,89,0
13.0,922,208.0,134.0,3,360,108,0
14.0,1050,233.0,60.0,3,360,57,0
14.0,1262,183.0,216.0,3,360,169,0
14.0,1267,159.0,216.0,3,360,57,0
14.0,1296,268.0,60.0,3,360,113,0
14.0,1440,33.0,60.0,3,360,74,0
14.0,1772,182.0,60.0,3,360,152,0
14.0,1997,208.0,60.0,3,360,118,0
14.0,2021,35.0,78.0,3,360,96,0
14.0,2114,159.0,35.0,3,360,62,1
14.0,2115,35.0,159.0,3,360,70,0
14.0,2158,78.0,159.0,3,360,60,0
14.0,2161,159.0,78.0,3,360,59,0
14.0,270,135.0,217.0,3,360,172,0
14.0,56,208.0,216.0,3,360,119,0
14.0,578,253.0,217.0,3,360,111,0
14.0,595,172.0,217.0,3,360,174,0
14.0,652,139.0,217.0,3,360,235,0
14.0,86,205.0,217.0,3,360,175,1
14.0,952,104.0,216.0,3,360,157,0
14.0,985,198.0,60.0,3,360,108,1
15.0,1067,202.0,243.0,3,360,85,1
15.0,109,198.0,79.0,3,360,180,0
15.0,1289,111.0,252.0,3,360,70,0
15.0,1357,262.0,207.0,3,360,80,0
15.0,1851,207.0,202.0,3,360,80,1
15.0,1929,154.0,79.0,3,360,135,0
15.0,2529,139.0,79.0,3,360,185,1
15.0,2643,262.0,154.0,3,360,80,1
15.0,2891,175.0,134.0,3,360,105,0
15.0,3061,159.0,175.0,3,360,150,0
15.0,367,175.0,33.0,3,360,85,1
15.0,3,162.0,75.0,3,360,70,0
15.0,406,252.0,153.0,3,360,140,1
15.0,425,35.0,175.0,3,360,175,0
15.0,647,217.0,79.0,3,360,105,1
15.0,702,175.0,153.0,3,360,245,1
15.0,735,134.0,79.0,3,360,240,0
15.0,748,262.0,79.0,3,360,145,1
15.0,799,154.0,253.0,3,360,80,0
15.0,944,202.0,207.0,3,360,75,1
16.0,2143,121.0,135.0,3,360,160,1
16.0,2231,146.0,135.0,3,360,77,1
16.0,2384,256.0,135.0,3,360,55,0
16.0,2485,209.0,135.0,3,360,201,0
16.0,2614,61.0,96.0,3,360,97,0
16.0,2644,116.0,135.0,3,360,81,1
16.0,2652,157.0,135.0,3,360,159,1
16.0,2745,33.0,96.0,3,360,127,0
16.0,2904,119.0,58.0,3,360,58,1
16.0,2997,197.0,96.0,3,360,158,1
16.0,3037,54.0,135.0,3,360,167,0
16.0,3047,27.0,135.0,3,360,116,1
16.0,3066,234.0,96.0,3,360,69,0
16.0,3115,228.0,58.0,3,360,117,0
16.0,5905,0.0,208.0,3,360,136,1
16.0,5924,136.0,208.0,3,360,110,1
16.0,5941,279.0,208.0,3,360,113,0
16.0,5949,42.0,208.0,3,360,159,0
16.0,5958,117.0,208.0,3,360,60,0
16.0,5983,58.0,134.0,3,360,75,1
16.0,5984,285.0,134.0,3,360,95,0
16.0,5986,99.0,208.0,3,360,112,1
16.0,5991,290.0,208.0,3,360,105,0
16.0,5992,107.0,208.0,3,360,96,0
17.0,2692,177.0,60.0,3,360,105,0
17.0,2718,194.0,217.0,3,360,145,0
17.0,2931,244.0,217.0,3,360,146,0
17.0,7218,16.0,134.0,3,360,100,0
17.0,7236,238.0,208.0,3,360,117,0
17.0,7238,208.0,147.0,3,360,135,0
17.0,7287,209.0,208.0,3,360,143,0
3.0,742,260.0,173.0,3,361,184,0
12.0,6965,19.0,208.0,3,361,109,0
13.0,664,253.0,208.0,3,361,249,0
4.0,1406,221.0,135.0,3,362,188,1
12.0,6497,24.0,79.0,3,362,144,0
12.0,6749,230.0,79.0,3,362,76,0
12.0,6829,262.0,253.0,3,362,48,0
12.0,7052,83.0,79.0,3,362,76,0
13.0,59,79.0,253.0,3,362,167,0
13.0,635,233.0,208.0,3,362,139,0
13.0,675,43.0,208.0,3,362,113,0
16.0,5902,218.0,208.0,3,362,63,0
3.0,1320,45.0,35.0,3,363,77,0
3.0,740,225.0,148.0,3,363,237,0
5.0,1943,96.0,16.0,3,363,156,0
16.0,2006,120.0,96.0,3,363,89,0
16.0,2783,285.0,135.0,3,363,142,0
9.0,205,203.0,128.0,3,364,33,0
12.0,6495,65.0,154.0,3,364,161,0
12.0,6991,27.0,208.0,3,364,132,1
13.0,261,253.0,154.0,3,364,95,0
0.0,3698,218.0,197.0,3,365,100,0
0.0,3964,12.0,148.0,3,365,90,1
0.0,4227,109.0,71.0,3,365,52,0
1.0,1002,79.0,80.0,3,365,125,0
1.0,1331,172.0,80.0,3,365,105,0
1.0,1425,268.0,208.0,3,365,75,0
1.0,1698,261.0,80.0,3,365,170,0
1.0,1851,78.0,183.0,3,365,160,1
1.0,1938,197.0,183.0,3,365,225,0
1.0,2127,216.0,183.0,3,365,175,0
1.0,697,104.0,80.0,3,365,190,0
1.0,705,159.0,80.0,3,365,250,0
2.0,730,14.0,252.0,3,365,205,0
2.0,73,257.0,149.0,3,365,42,0
3.0,1235,35.0,233.0,3,365,125,0
3.0,451,35.0,104.0,3,365,204,0
4.0,1093,61.0,135.0,3,365,168,1
4.0,1471,279.0,135.0,3,365,95,0
4.0,151,233.0,135.0,3,365,180,0
4.0,1831,213.0,135.0,3,365,163,0
5.0,1024,22.0,16.0,3,365,175,0
5.0,1583,241.0,71.0,3,365,141,0
5.0,1937,45.0,85.0,3,365,103,0
5.0,1982,177.0,16.0,3,365,85,0
5.0,2385,35.0,71.0,3,365,145,0
5.0,2931,159.0,85.0,3,365,118,0
5.0,2940,202.0,261.0,3,365,108,0
6.0,5343,119.0,16.0,3,365,130,0
8.0,290,129.0,16.0,3,365,112,0
8.0,461,45.0,16.0,3,365,126,0
10.0,3074,154.0,236.0,3,365,90,0
10.0,3366,47.0,80.0,3,365,185,0
10.0,3391,283.0,80.0,3,365,60,1
10.0,3894,290.0,208.0,3,365,100,1
10.0,4015,147.0,208.0,3,365,160,0
10.0,4077,0.0,208.0,3,365,140,0
11.0,6358,162.0,85.0,3,365,131,0
11.0,6522,216.0,177.0,3,365,178,0
12.0,3045,84.0,184.0,3,365,66,0
12.0,4794,207.0,261.0,3,365,104,0
12.0,6232,100.0,153.0,3,365,77,1
12.0,6558,236.0,79.0,3,365,129,0
12.0,6722,224.0,79.0,3,365,139,1
12.0,6750,208.0,16.0,3,365,124,1
13.0,112,207.0,79.0,3,365,139,0
13.0,524,208.0,35.0,3,365,139,0
13.0,600,208.0,78.0,3,365,111,0
13.0,634,208.0,96.0,3,365,125,0
14.0,486,236.0,217.0,3,365,107,0
15.0,1136,153.0,154.0,3,365,65,0
15.0,1426,268.0,75.0,3,365,110,1
15.0,1461,79.0,153.0,3,365,120,1
15.0,1481,33.0,79.0,3,365,185,1
15.0,1687,268.0,79.0,3,365,150,1
15.0,1772,253.0,243.0,3,365,85,0
15.0,1824,182.0,45.0,3,365,110,1
15.0,1945,252.0,79.0,3,365,160,1
15.0,2557,268.0,175.0,3,365,65,0
15.0,2885,153.0,79.0,3,365,115,0
15.0,28,35.0,45.0,3,365,110,0
15.0,317,175.0,79.0,3,365,170,1
15.0,3842,153.0,217.0,3,365,70,0
15.0,388,18.0,91.0,3,365,100,1
15.0,410,61.0,175.0,3,365,70,1
15.0,673,75.0,244.0,3,365,65,0
16.0,2528,182.0,58.0,3,365,119,0
16.0,2696,76.0,58.0,3,365,54,0
