x0,x1,x2,x3,x4,x5,x6,y
-1.0,289.26,0.0,0.0,0,0.0,27.0,368.0
-1.0,283.21,0.0,0.0,75,1.0,2.0,2489.0
-1.0,282.24,0.0,0.0,90,1.0,19.0,5537.0
-1.0,281.69,0.0,0.0,90,1.0,19.0,6628.0
-1.0,280.57,0.0,0.0,90,1.0,19.0,5534.0
-1.0,280.02,0.0,0.0,75,1.0,2.0,5403.0
-1.0,280.11,0.0,0.0,75,1.0,2.0,4770.0
-1.0,280.0,0.0,0.0,90,1.0,19.0,5217.0
-1.0,280.53,0.0,0.0,90,1.0,19.0,5870.0
-1.0,281.43,0.0,0.0,75,1.0,2.0,5967.0
-1.0,281.78,0.0,0.0,90,1.0,19.0,6108.0
-1.0,281.91,0.0,0.0,90,1.0,19.0,6128.0
-1.0,281.73,0.0,0.0,90,1.0,19.0,6069.0
-1.0,281.42,0.0,0.0,90,1.0,19.0,6169.0
-1.0,280.87,0.0,0.0,90,1.0,19.0,5384.0
-1.0,280.15,0.0,0.0,90,1.0,19.0,4063.0
-1.0,279.78,0.0,0.0,90,1.0,19.0,3364.0
-1.0,279.65,0.0,0.0,75,1.0,2.0,2971.0
-1.0,279.22,0.0,0.0,40,1.0,24.0,2450.0
-1.0,279.06,0.0,0.0,40,1.0,24.0,1832.0
-1.0,278.81,0.0,0.0,90,1.0,19.0,1231.0
-1.0,278.55,0.0,0.0,90,1.0,19.0,718.0
-1.0,278.59,0.0,0.0,90,1.0,19.0,545.0
-1.0,276.99,0.0,0.0,75,1.0,2.0,411.0
-1.0,276.35,0.0,0.0,20,1.0,4.0,688.0
-1.0,275.4,0.0,0.0,1,0.0,27.0,1352.0
-1.0,275.17,0.0,0.0,1,0.0,27.0,2072.0
-1.0,274.99,0.0,0.0,1,0.0,27.0,3342.0
-1.0,275.09,0.0,0.0,40,1.0,24.0,4258.0
-1.0,276.88,0.0,0.0,20,1.0,4.0,4861.0
-1.0,278.04,0.0,0.0,20,1.0,4.0,5191.0
-1.0,279.08,0.0,0.0,40,1.0,24.0,5669.0
-1.0,280.12,0.0,0.0,75,1.0,2.0,5074.0
-1.0,280.25,0.0,0.0,75,1.0,2.0,5025.0
-1.0,280.0,0.0,0.0,75,1.0,2.0,5153.0
-1.0,279.06,0.0,0.0,90,1.0,19.0,5024.0
-1.0,278.91,0.0,0.0,90,1.0,19.0,4779.0
-1.0,278.39,0.0,0.0,90,1.0,19.0,4362.0
-1.0,278.16,0.0,0.0,90,1.0,19.0,3860.0
-1.0,278.16,0.0,0.0,90,1.0,19.0,3160.0
-1.0,277.93,0.0,0.0,90,1.0,19.0,2992.0
-1.0,276.9,0.0,0.0,90,1.0,19.0,3202.0
-1.0,276.34,0.0,0.0,75,1.0,2.0,1941.0
-1.0,276.11,0.0,0.0,75,1.0,2.0,1233.0
-1.0,275.73,0.0,0.0,90,1.0,19.0,323.0
-1.0,275.65,0.0,0.0,90,1.0,19.0,312.0
-1.0,275.51,0.0,0.0,75,1.0,2.0,627.0
-1.0,275.05,0.0,0.0,90,1.0,19.0,1508.0
-1.0,274.77,0.0,0.0,90,1.0,19.0,1539.0
-1.0,274.77,0.0,0.0,75,1.0,2.0,2232.0
-1.0,275.55,0.0,0.0,75,1.0,2.0,4568.0
-1.0,276.24,0.0,0.0,75,1.0,2.0,4624.0
-1.0,277.01,0.0,0.0,90,1.0,19.0,4529.0
-1.0,277.43,0.0,0.0,90,1.0,19.0,5139.0
-1.0,278.45,0.0,0.0,90,1.0,19.0,6640.0
-1.0,279.27,0.0,0.0,90,1.0,19.0,6589.0
-1.0,279.27,0.0,0.0,90,1.0,19.0,4429.0
-1.0,279.44,0.0,0.0,90,1.0,19.0,4329.0
-1.0,279.32,0.0,0.0,90,1.0,19.0,3833.0
-1.0,279.27,0.0,0.0,90,1.0,19.0,4015.0
-1.0,278.11,0.0,0.0,90,1.0,19.0,3382.0
-1.0,276.79,0.0,0.0,75,1.0,2.0,2815.0
-1.0,275.73,0.0,0.0,90,1.0,19.0,2110.0
-1.0,274.88,0.0,0.0,75,1.0,2.0,1555.0
-1.0,273.92,0.0,0.0,20,1.0,4.0,959.0
1.0,273.08,0.0,0.0,20,1.0,4.0,455.0
-1.0,272.62,0.0,0.0,20,1.0,4.0,336.0
-1.0,271.78,0.0,0.0,1,0.0,27.0,265.0
-1.0,271.05,0.0,0.0,1,0.0,27.0,314.0
-1.0,270.63,0.0,0.0,1,0.0,27.0,779.0
-1.0,270.33,0.0,0.0,1,0.0,27.0,2571.0
-1.0,269.61,0.0,0.0,20,1.0,4.0,5563.0
-1.0,270.01,0.0,0.0,20,1.0,4.0,6676.0
-1.0,271.23,0.0,0.0,20,1.0,4.0,5966.0
-1.0,273.71,0.0,0.0,20,1.0,4.0,4832.0
-1.0,276.77,0.0,0.0,20,1.0,4.0,4395.0
-1.0,279.47,0.0,0.0,20,1.0,4.0,4411.0
-1.0,279.84,0.0,0.0,1,0.0,27.0,4648.0
-1.0,282.34,0.0,0.0,40,1.0,24.0,4602.0
-1.0,282.94,0.0,0.0,40,1.0,24.0,5125.0
-1.0,283.48,0.0,0.0,1,0.0,27.0,5502.0
-1.0,284.33,0.0,0.0,1,0.0,27.0,5979.0
-1.0,284.48,0.0,0.0,40,1.0,24.0,5663.0
-1.0,284.23,0.0,0.0,40,1.0,24.0,4259.0
-1.0,281.99,0.0,0.0,20,1.0,4.0,3069.0
-1.0,279.81,0.0,0.0,1,0.0,27.0,2378.0
-1.0,279.35,0.0,0.0,1,0.0,27.0,2030.0
-1.0,278.9,0.0,0.0,1,0.0,27.0,1400.0
-1.0,278.46,0.0,0.0,1,0.0,27.0,917.0
-1.0,277.78,0.0,0.0,1,0.0,27.0,515.0
-1.0,277.27,0.0,0.0,1,0.0,27.0,302.0
-1.0,277.47,0.0,0.0,1,0.0,27.0,251.0
-1.0,276.97,0.0,0.0,20,1.0,4.0,798.0
-1.0,276.52,0.0,0.0,40,1.0,24.0,2678.0
-1.0,276.6,0.0,0.0,40,1.0,24.0,5733.0
-1.0,277.31,0.0,0.0,75,1.0,2.0,6449.0
-1.0,278.38,0.0,0.0,90,1.0,19.0,5765.0
-1.0,279.35,0.0,0.0,90,1.0,19.0,5599.0
-1.0,281.37,0.0,0.0,90,1.0,19.0,4534.0
-1.0,283.11,0.0,0.0,90,1.0,19.0,4691.0
-1.0,284.08,0.0,0.0,75,1.0,2.0,5067.0
-1.0,285.14,0.0,0.0,75,1.0,2.0,5030.0
-1.0,286.35,0.0,0.0,90,1.0,19.0,5300.0
-1.0,287.23,0.0,0.0,100,6.0,13.0,5777.0
-1.0,288.53,0.0,0.0,90,1.0,19.0,6349.0
-1.0,290.37,0.0,0.0,90,1.0,19.0,6127.0
-1.0,290.13,0.0,0.0,90,1.0,19.0,4460.0
-1.0,288.86,0.0,0.0,75,1.0,2.0,3418.0
-1.0,287.36,0.0,0.0,90,1.0,19.0,2775.0
-1.0,285.11,0.0,0.0,90,1.0,19.0,2306.0
-1.0,283.46,0.0,0.0,90,1.0,19.0,1846.0
-1.0,282.45,0.0,0.0,90,1.0,19.0,947.0
-1.0,281.88,0.0,0.0,90,1.0,19.0,494.0
-1.0,281.78,0.0,0.0,90,1.0,19.0,332.0
-1.0,281.09,0.0,0.0,75,1.0,2.0,261.0
-1.0,281.17,0.0,0.0,90,1.0,19.0,361.0
-1.0,281.25,0.0,0.0,92,0.0,27.0,5875.0
-1.0,281.25,0.0,0.0,99,6.0,13.0,6793.0
-1.0,281.25,0.0,0.0,99,2.0,11.0,6793.0
-1.0,280.1,0.0,0.0,99,6.0,13.0,6283.0
-1.0,280.1,0.0,0.0,99,2.0,11.0,6283.0
-1.0,279.61,0.0,0.0,99,6.0,13.0,5680.0
-1.0,279.61,0.0,0.0,99,2.0,11.0,5680.0
-1.0,279.67,0.0,0.0,99,0.0,27.0,4632.0
-1.0,280.19,0.0,0.0,1,0.0,27.0,4887.0
-1.0,282.09,0.0,0.0,75,1.0,2.0,5030.0
-1.0,282.26,0.0,0.0,75,1.0,2.0,5067.0
-1.0,282.05,0.0,0.0,90,1.0,19.0,5227.0
-1.0,281.59,0.0,0.0,90,1.0,19.0,5610.0
-1.0,281.23,0.0,0.0,81,0.0,27.0,6286.0
-1.0,282.6,0.0,0.0,81,0.0,27.0,4775.0
-1.0,282.6,0.0,0.0,81,0.0,27.0,3340.0
-1.0,282.6,0.0,0.0,81,0.0,27.0,3013.0
-1.0,282.6,0.0,0.0,81,0.0,27.0,2603.0
-1.0,282.6,0.0,0.0,81,0.0,27.0,1910.0
-1.0,282.6,0.0,0.0,81,0.0,27.0,1037.0
-1.0,273.9,0.0,0.0,1,0.0,27.0,347.0
-1.0,274.4,0.0,0.0,75,1.0,2.0,350.0
-1.0,274.05,0.0,0.0,75,1.0,2.0,850.0
-1.0,273.71,0.0,0.0,40,1.0,24.0,2791.0
-1.0,272.66,0.0,0.0,1,0.0,27.0,5809.0
-1.0,272.65,0.0,0.0,1,0.0,27.0,6798.0
-1.0,272.52,0.0,0.0,1,0.0,27.0,6304.0
-1.0,275.19,0.0,0.0,20,1.0,4.0,5291.0
-1.0,275.34,0.0,0.0,1,0.0,27.0,4638.0
-1.0,284.1,0.0,0.0,50,0.0,27.0,5557.0
-1.0,284.1,0.0,0.0,50,0.0,27.0,5818.0
-1.0,283.78,0.0,0.0,75,1.0,2.0,6272.0
-1.0,283.52,0.0,0.0,75,1.0,2.0,5944.0
-1.0,283.32,0.0,0.0,90,1.0,19.0,4949.0
-1.0,282.06,0.0,0.0,90,1.0,19.0,3511.0
-1.0,281.95,0.0,0.0,90,1.0,19.0,3039.0
-1.0,281.81,0.0,0.0,90,1.0,19.0,2679.0
-1.0,282.16,0.0,0.0,90,1.0,19.0,2094.0
-1.0,282.53,0.0,0.0,90,1.0,19.0,1284.0
-1.0,283.91,0.0,0.0,90,1.0,19.0,630.0
-1.0,284.64,0.0,0.0,90,1.0,19.0,410.0
-1.0,284.61,0.0,0.0,90,1.0,19.0,331.0
-1.0,283.18,0.0,0.0,72,2.0,11.0,372.0
-1.0,282.26,0.0,0.0,72,6.0,13.0,739.0
-1.0,280.77,0.0,0.0,72,2.0,11.0,2561.0
-1.0,278.53,0.0,0.0,75,1.0,2.0,5586.0
-1.0,277.64,0.0,0.0,75,1.0,2.0,6992.0
-1.0,277.9,0.0,0.0,90,1.0,19.0,5860.0
-1.0,278.18,0.0,0.0,90,1.0,19.0,5230.0
-1.0,279.29,0.0,0.0,75,1.0,2.0,4864.0
-1.0,280.45,0.0,0.0,75,1.0,2.0,5146.0
-1.0,280.95,0.0,0.0,40,1.0,24.0,5526.0
-1.0,281.74,0.0,0.0,40,1.0,24.0,5383.0
-1.0,281.84,0.0,0.0,75,1.0,2.0,5758.0
-1.0,282.45,0.0,0.0,75,1.0,2.0,5889.0
-1.0,282.2,0.0,0.0,75,1.0,2.0,6057.0
-1.0,281.54,0.0,0.0,40,1.0,24.0,6028.0
-1.0,280.21,0.0,0.0,20,1.0,4.0,5257.0
-1.0,282.2,0.0,0.0,56,0.0,27.0,1897.0
-1.0,272.58,0.0,0.0,1,0.0,27.0,1335.0
-1.0,272.06,0.0,0.0,1,0.0,27.0,769.0
-1.0,270.99,0.0,0.0,1,0.0,27.0,570.0
-1.0,270.29,0.0,0.0,20,1.0,4.0,413.0
-1.0,269.48,0.0,0.0,1,0.0,27.0,399.0
-1.0,269.27,0.0,0.0,1,0.0,27.0,740.0
-1.0,268.91,0.0,0.0,1,0.0,27.0,1420.0
-1.0,268.98,0.0,0.0,75,1.0,2.0,2220.0
-1.0,269.23,0.0,0.0,40,1.0,24.0,3479.0
-1.0,272.61,0.0,0.0,40,1.0,24.0,4546.0
-1.0,276.78,0.0,0.0,20,1.0,4.0,4579.0
-1.0,279.22,0.0,0.0,1,0.0,27.0,4438.0
-1.0,280.35,0.0,0.0,1,0.0,27.0,4623.0
-1.0,281.81,0.0,0.0,1,0.0,27.0,4440.0
-1.0,283.05,0.0,0.0,1,0.0,27.0,4495.0
-1.0,283.96,0.0,0.0,1,0.0,27.0,4483.0
-1.0,284.53,0.0,0.0,1,0.0,27.0,4591.0
-1.0,284.44,0.0,0.0,1,0.0,27.0,4477.0
-1.0,283.64,0.0,0.0,1,0.0,27.0,4221.0
-1.0,281.85,0.0,0.0,20,1.0,4.0,3672.0
-1.0,281.38,0.0,0.0,1,0.0,27.0,3015.0
-1.0,281.84,0.0,0.0,75,1.0,2.0,2769.0
-1.0,282.23,0.0,0.0,90,1.0,19.0,2875.0
-1.0,282.18,0.0,0.0,90,1.0,19.0,1931.0
-1.0,282.49,0.0,0.0,90,1.0,19.0,1309.0
-1.0,282.54,0.0,0.0,90,1.0,19.0,870.0
-1.0,282.58,0.0,0.0,90,1.0,19.0,654.0
-1.0,282.23,0.0,0.0,90,1.0,19.0,364.0
-1.0,282.08,0.0,0.0,90,1.0,19.0,262.0
-1.0,282.23,0.0,0.0,90,1.0,19.0,505.0
-1.0,282.24,0.0,0.0,90,1.0,19.0,861.0
-1.0,282.24,0.0,0.0,90,1.0,19.0,1132.0
-1.0,282.24,0.0,0.0,57,5.0,17.0,1797.0
-1.0,282.43,0.0,0.0,57,2.0,11.0,2685.0
-1.0,282.43,0.0,0.0,57,5.0,17.0,2685.0
-1.0,282.43,0.0,0.0,57,4.0,7.0,2685.0
-1.0,282.33,0.0,0.0,57,2.0,11.0,3370.0
-1.0,282.33,0.0,0.0,57,5.0,17.0,3370.0
-1.0,282.82,0.0,0.0,57,2.0,11.0,3662.0
-1.0,282.82,0.0,0.0,57,5.0,17.0,3662.0
-1.0,283.33,0.0,0.0,57,5.0,17.0,4076.0
-1.0,283.33,0.0,0.0,57,6.0,13.0,4076.0
-1.0,283.33,0.0,0.0,57,2.0,11.0,4076.0
-1.0,283.75,0.0,0.0,93,5.0,17.0,4128.0
-1.0,283.75,0.0,0.0,93,2.0,11.0,4128.0
-1.0,283.75,0.0,0.0,93,6.0,13.0,4128.0
-1.0,284.09,0.0,0.0,93,5.0,17.0,4358.0
-1.0,284.09,0.0,0.0,93,6.0,13.0,4358.0
-1.0,284.09,0.0,0.0,93,2.0,11.0,4358.0
-1.0,284.55,0.0,0.0,93,5.0,17.0,4342.0
-1.0,284.55,0.0,0.0,93,6.0,13.0,4342.0
-1.0,284.68,0.0,0.0,93,5.0,17.0,4234.0
-1.0,284.64,0.0,0.0,93,6.0,13.0,4271.0
-1.0,284.64,0.0,0.0,93,5.0,17.0,4271.0
-1.0,284.4,0.0,0.0,93,5.0,17.0,4080.0
-1.0,284.17,0.0,0.0,93,5.0,17.0,3453.0
-1.0,284.03,0.0,0.0,93,5.0,17.0,2718.0
-1.0,283.58,0.0,0.0,93,5.0,17.0,2439.0
-1.0,283.04,0.0,0.0,93,5.0,17.0,1819.0
-1.0,281.95,0.0,0.0,93,5.0,17.0,1002.0
-1.0,281.95,0.0,0.0,93,3.0,5.0,1002.0
-1.0,281.61,0.0,0.0,93,5.0,17.0,542.0
-1.0,281.61,0.0,0.0,93,3.0,5.0,542.0
-1.0,281.57,0.0,0.0,85,3.0,5.0,303.0
-1.0,281.42,0.0,0.0,85,3.0,5.0,239.0
-1.0,281.29,0.0,0.0,85,5.0,17.0,335.0
-1.0,281.29,0.0,0.0,85,3.0,5.0,335.0
-1.0,281.02,0.0,0.0,85,3.0,5.0,810.0
-1.0,281.02,0.0,0.0,85,5.0,17.0,810.0
-1.0,280.82,0.0,0.0,85,5.0,17.0,2606.0
-1.0,280.82,0.0,0.0,85,3.0,5.0,2606.0
-1.0,280.39,0.0,0.0,85,5.0,17.0,5714.0
-1.0,280.19,0.0,0.0,100,5.0,17.0,6798.0
-1.0,279.82,0.0,0.0,100,5.0,17.0,6114.0
-1.0,279.75,0.0,0.0,100,5.0,17.0,5094.0
-1.0,280.07,0.0,0.0,100,5.0,17.0,4473.0
-1.0,280.32,0.0,0.0,90,1.0,19.0,4529.0
-1.0,281.72,0.0,0.0,100,0.0,27.0,4823.0
-1.0,284.01,0.0,0.0,40,1.0,24.0,4872.0
-1.0,285.88,0.0,0.0,1,0.0,27.0,5238.0
-1.0,286.87,0.0,0.0,1,0.0,27.0,5584.0
-1.0,287.6,0.0,0.0,20,1.0,4.0,6246.0
-1.0,287.27,0.0,0.0,20,1.0,4.0,5957.0
-1.0,286.18,0.0,0.0,20,1.0,4.0,4535.0
-1.0,285.2,0.0,0.0,75,1.0,2.0,3234.0
-1.0,284.68,0.0,0.0,75,1.0,2.0,2677.0
-1.0,284.49,0.0,0.0,90,1.0,19.0,2077.0
-1.0,283.54,0.0,0.0,20,1.0,4.0,1380.0
-1.0,282.33,0.0,0.0,75,1.0,2.0,927.0
-1.0,281.21,0.0,0.0,20,1.0,4.0,500.0
-1.0,279.87,0.0,0.0,1,0.0,27.0,324.0
-1.0,278.93,0.0,0.0,1,0.0,27.0,257.0
-1.0,277.91,0.0,0.0,1,0.0,27.0,354.0
-1.0,277.21,0.0,0.0,1,0.0,27.0,769.0
-1.0,276.61,0.0,0.0,1,0.0,27.0,2769.0
-1.0,276.11,0.0,0.0,1,0.0,27.0,5789.0
-1.0,274.81,0.0,0.0,20,1.0,4.0,7055.0
-1.0,274.99,0.0,0.0,20,1.0,4.0,6408.0
-1.0,277.91,0.0,0.0,20,1.0,4.0,5254.0
-1.0,280.71,0.0,0.0,20,1.0,4.0,4547.0
-1.0,283.85,0.0,0.0,20,1.0,4.0,4784.0
-1.0,286.01,0.0,0.0,40,1.0,24.0,5015.0
-1.0,286.31,0.0,0.0,1,0.0,27.0,5057.0
-1.0,288.15,0.0,0.0,75,1.0,2.0,5430.0
-1.0,289.15,0.0,0.0,75,1.0,2.0,5813.0
-1.0,288.99,0.0,0.0,75,1.0,2.0,6496.0
-1.0,288.86,0.0,0.0,75,1.0,2.0,6429.0
-1.0,288.16,0.0,0.0,90,1.0,19.0,5142.0
-1.0,287.28,0.0,0.0,68,6.0,13.0,3311.0
-1.0,287.04,0.0,0.0,90,1.0,19.0,2777.0
-1.0,286.9,0.0,0.0,90,1.0,19.0,2331.0
-1.0,287.09,0.0,0.0,90,1.0,19.0,1767.0
-1.0,287.09,0.0,0.0,90,1.0,19.0,1093.0
-1.0,286.89,0.0,0.0,75,1.0,2.0,554.0
-1.0,286.93,0.0,0.0,75,1.0,2.0,333.0
-1.0,286.93,0.0,0.0,90,1.0,19.0,267.0
-1.0,287.07,0.0,0.0,90,1.0,19.0,358.0
-1.0,286.56,0.0,0.0,75,1.0,2.0,777.0
-1.0,285.91,0.0,0.0,90,1.0,19.0,2732.0
-1.0,285.29,0.0,0.0,90,1.0,19.0,5637.0
-1.0,284.92,0.0,0.0,75,1.0,2.0,5564.0
-1.0,285.35,0.0,0.0,75,1.0,2.0,6274.0
-1.0,285.72,0.0,0.0,100,6.0,20.0,5403.0
-1.0,285.72,0.0,0.0,100,6.0,13.0,5403.0
-1.0,287.09,0.0,0.0,75,1.0,2.0,4680.0
-1.0,288.31,0.0,0.0,75,1.0,2.0,4642.0
-1.0,288.61,0.0,0.0,1,0.0,27.0,4979.0
-1.0,290.32,0.0,0.0,1,0.0,27.0,4851.0
-1.0,291.36,0.0,0.0,1,0.0,27.0,4291.0
-1.0,292.01,0.0,0.0,1,0.0,27.0,4714.0
-1.0,292.61,0.0,0.0,1,0.0,27.0,6723.0
-1.0,292.65,0.0,0.0,1,0.0,27.0,6180.0
-1.0,290.52,0.0,0.0,40,1.0,24.0,4843.0
-1.0,288.35,0.0,0.0,40,1.0,24.0,3435.0
-1.0,286.72,0.0,0.0,40,1.0,24.0,2921.0
-1.0,285.49,0.0,0.0,40,1.0,24.0,2763.0
-1.0,284.22,0.0,0.0,20,1.0,4.0,1930.0
-1.0,283.8,0.0,0.0,20,1.0,4.0,1160.0
-1.0,283.72,0.0,0.0,20,1.0,4.0,654.0
-1.0,282.8,0.0,0.0,40,1.0,24.0,374.0
-1.0,282.32,0.0,0.0,99,5.0,17.0,301.0
-1.0,282.38,0.0,0.0,99,5.0,17.0,397.0
-1.0,282.76,0.0,0.0,90,1.0,19.0,794.0
-1.0,282.88,0.0,0.0,99,5.0,17.0,2564.0
-1.0,284.18,0.0,0.0,75,1.0,2.0,5358.0
-1.0,284.69,0.0,0.0,90,1.0,19.0,6441.0
-1.0,285.0,0.0,0.0,90,1.0,19.0,5536.0
-1.0,286.9,0.0,0.0,99,6.0,13.0,5256.0
-1.0,288.35,0.0,0.0,90,1.0,19.0,4619.0
-1.0,289.59,0.0,0.0,90,1.0,19.0,5107.0
-1.0,288.27,0.0,0.0,99,6.0,13.0,5147.0
-1.0,286.41,0.0,0.0,90,1.0,19.0,5283.0
-1.0,285.96,0.0,0.0,90,1.0,19.0,5704.0
-1.0,287.04,0.0,0.0,90,1.0,19.0,5887.0
-1.0,287.18,0.0,0.0,90,1.0,19.0,6307.0
-1.0,286.94,0.0,0.0,90,1.0,19.0,5953.0
-1.0,286.01,0.0,0.0,90,1.0,19.0,4519.0
-1.0,284.67,0.0,0.0,100,2.0,11.0,3427.0
-1.0,283.44,0.0,0.0,100,6.0,13.0,2921.0
-1.0,282.51,0.0,0.0,100,2.0,11.0,2649.0
-1.0,281.9,0.0,0.0,90,1.0,19.0,2005.0
-1.0,281.85,0.0,0.0,90,1.0,19.0,1177.0
-1.0,281.28,0.0,0.0,90,1.0,19.0,699.0
-1.0,280.97,0.0,0.0,87,5.0,17.0,436.0
-1.0,280.44,0.0,0.0,87,2.0,11.0,353.0
-1.0,280.44,0.0,0.0,87,5.0,17.0,353.0
-1.0,280.02,0.0,0.0,87,5.0,17.0,399.0
-1.0,279.79,0.0,0.0,87,2.0,11.0,720.0
-1.0,279.79,0.0,0.0,87,5.0,17.0,720.0
-1.0,279.79,0.0,0.0,87,6.0,13.0,720.0
-1.0,279.79,0.0,0.0,87,2.0,3.0,720.0
-1.0,279.74,0.0,0.0,87,5.0,17.0,2370.0
-1.0,279.74,0.0,0.0,87,6.0,13.0,2370.0
-1.0,279.65,0.0,0.0,87,6.0,13.0,5162.0
-1.0,279.65,0.0,0.0,87,2.0,11.0,5162.0
-1.0,279.65,0.0,0.0,87,5.0,17.0,5162.0
-1.0,279.45,0.0,0.0,91,5.0,17.0,5777.0
-1.0,279.45,0.0,0.0,91,6.0,18.0,5777.0
-1.0,279.22,0.0,0.0,91,2.0,11.0,5235.0
-1.0,279.22,0.0,0.0,91,5.0,17.0,5235.0
-1.0,279.22,0.0,0.0,91,6.0,13.0,5235.0
-1.0,279.35,0.0,0.0,91,6.0,13.0,4606.0
-1.0,279.35,0.0,0.0,91,5.0,17.0,4606.0
-1.0,279.92,0.0,0.0,91,5.0,17.0,4328.0
-1.0,280.44,0.0,0.0,90,1.0,19.0,4282.0
-1.0,281.0,0.0,0.0,90,1.0,19.0,4489.0
-1.0,281.51,0.0,0.0,90,1.0,19.0,4908.0
-1.0,281.93,0.0,0.0,92,5.0,17.0,5620.0
-1.0,281.94,0.0,0.0,92,5.0,17.0,5849.0
-1.0,281.94,0.0,0.0,92,2.0,11.0,5849.0
-1.0,282.27,0.0,0.0,92,6.0,18.0,4945.0
-1.0,282.41,0.0,0.0,92,6.0,13.0,4619.0
-1.0,282.21,0.0,0.0,90,1.0,19.0,4479.0
-1.0,281.69,0.0,0.0,75,1.0,2.0,3804.0
-1.0,281.26,0.0,0.0,90,1.0,19.0,2908.0
-1.0,280.66,0.0,0.0,92,5.0,17.0,2942.0
-1.0,280.43,0.0,0.0,92,2.0,11.0,3077.0
-1.0,280.43,0.0,0.0,92,2.0,3.0,3077.0
-1.0,280.1,0.0,0.0,92,5.0,17.0,2051.0
-1.0,280.1,0.0,0.0,92,6.0,13.0,2051.0
-1.0,280.1,0.0,0.0,92,2.0,11.0,2051.0
-1.0,280.06,0.0,0.0,92,6.0,13.0,1270.0
